"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","Visit.Date2","DateTime","year","month","Season"
"29","BROA-UNK",7048,12048,"OTTTRA1-BROA-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",4.2,NA,16,NA,"","07:41","07:51",10,NA,NA,38.038827,121.844302,38.034371,121.841135,29969,346405,369894,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%",5,3," Dumped sample; couldn't get on boat; cod end full of peat; seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough",2022-10-04,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",75,19.8,8.46,6753,7.7,6.8,0.21,0.4,7.7," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 07:41",2022,10,"Fall"
"30","BROA-UNK",7049,12049,"OTTTRA2-BROA-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",NA,NA,16,NA,"","08:14","08:19",5,NA,NA,38.038659,121.844213,38.036199,121.842362,29969,369892,381180,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%",5,4," Cod end filled again; sample dumped; seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough",2022-10-04,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",98,19.8,8.47,6400,7.7,9.1,0.24,0.52,7.3," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 08:14",2022,10,"Fall"
"31","BROW-CH-MAIN",6037,10293,"LAMOPE01-BROW-11APR2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2.7,NA,NA,NA,"","07:57","",NA,NA,NA,38.043021,121.873114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," % cod end filled: 1-33",NA,"true","Mudsucker","MA;ED;KMP;KS","Browns",2022-04-11,"4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",65,15.6,8.89,5188,7.5,13.4,0.24,0.78,9.3," 1=absent",2," Inside",NA," false"," BROW-02-2022  GPS #5 accuracy 2m  Paired?: Y  seine code 2: net pulled in slowly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11,"2022-04-11 07:57",2022,4,"Spring"
"32","BROW-CH-W",6039,10296,"LAMOPE03-BROW-11APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 3= unknown"," ",1.2,NA,NA,NA,"","09:20","",NA,NA,NA,38.03793,121.873786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," % cod end filled: 1-33",NA,"true","Mudsucker","MA;ED;KMP;KS","Browns",2022-04-11,"4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",58,15.9,8.35,3777,7.5,12.5,0.24,0.69,9.7," 1=absent",2," Inside",NA," false"," BROW-01-2022  mud and detritus in net  GPS #5 accuracy 2m  Paried: Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11,"2022-04-11 09:20",2022,4,"Spring"
"33","BROW-EXT-S",6702,11541,"LAMOPE07-BROW-18MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","10:39","",NA,NA,NA,38.032748,121.855502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," gps 6 accuracy 3m; BROW-04-2022",NA,"true","Mudsucker","DMC;ED;SH;EL","Browns",2022-05-18,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",36,18.2,8.85,6859,7.8,31,0.28,0.4,9.4," 1=absent",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-18,"2022-05-18 10:39",2022,5,"Spring"
"34","BROW-TP",6038,10295,"LAMOPE02-BROW-11APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.7,NA,NA,NA,"","08:33","",NA,NA,NA,38.04055,121.856745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%",NA,NA," dominant veg in net: detritus; % filled: 1-33; a lot of mud in net",NA,"true","Mudsucker","MA;ED;KMP;KS","Browns",2022-04-11,"4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",43,14.3,7.71,3462,7.3,16.2,0.45,1.96,20.2," 1=absent",2," Inside",NA," false"," BROW-03-2022  a lot of mud in net  GPS #5 accuracy 2m  Paired?: Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-11,"2022-04-11 08:33",2022,4,"Spring"
"35","BROW-TP",6675,11518,"LAMOPE05-BROW-18MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.5,NA,NA,NA,"","09:29","",NA,NA,NA,38.039979,121.855764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," a lot of detritus in cod end",NA,"true","Mudsucker","DMC;ED;SH;EL","Browns",2022-05-18,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",54,18.4,6.33,6692,7.1,20.2,0.36,1.18,30.1," 1=absent",1," Inside",NA," false"," BROW-05-2022; Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-18,"2022-05-18 09:29",2022,5,"Spring"
"36","BROW-TP",6676,11519,"LAMOPE06-BROW-18MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.9,NA,NA,NA,"","10:11","",NA,NA,NA,38.039979,121.855764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," BROW-06-2022; TOPSME:20",NA,"true","Mudsucker","DMC;ED;SH;EL","Browns",2022-05-18,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",41,18.4,6.21,6781,7.1,13.3,0.29,0.61,20.6," 1=absent",1," Inside",NA," false"," BROW-06-2022; Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-18,"2022-05-18 10:11",2022,5,"Spring"
"37","BROW-UNK",7110,12109,"LAMOPE09-BROW-05DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.7,NA,NA,NA,"","13:08","",NA,NA,NA,38.03873,121.869551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," CODE 2 - DEPTH",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-12-05,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",54,11.1,9.9,13584,7.7,13.8,0.19,0.29,6.8," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-05,"2022-12-05 13:08",2022,12,"Fall"
"38","BROW-UNK",7181,12181,"LAMOPE07-BROW-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","11:26","",NA,NA,NA,38.03289,121.86383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. ",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-11-17,"1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",78,13.3,9.48,10513,7.6,10.5,0.13,0.38,6.8," 1=absent",2," Inside",NA," false"," A ton of alligator weed in site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 11:26",2022,11,"Fall"
"39","BROW-UNK",7182,12182,"LAMOPE08-BROW-17NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1,NA,NA,NA,"","11:47","",NA,NA,NA,38.040992,121.87373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. SEINE CODE 2: NARROW NET RETRIEVAL. COD END = 15% DETRITUS",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-11-17,"1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",69,13.4,9.7,10657,7.7,7.9,0.09,0.35,6.8," ",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 11:47",2022,11,"Fall"
"40","BROW-UNK",7183,12183,"LAMOPE09-BROW-17NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","12:24","",NA,NA,NA,38.038784,121.866509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," NARROW: A LOT OF SECTION IS DEEP",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-11-17,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",79,13.2,9.67,6992,7.7,6.6,0.1,0.31,6.5," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 12:24",2022,11,"Fall"
"41","BROW-UNK",7053,12053,"OTTTRA06-BROW-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",1,NA,4,NA,"","10:16","10:21",5,NA,NA,38.037181,121.873824,38.039802,121.873689,29969,413410,426150,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 34-66%",5,3," Plant - Eurasian water milfoil. Seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Browns",2022-10-04,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",103,19.5,7.85,8906,7.4,8.2,0.23,0.5,9.6," 3=medium",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 10:16",2022,10,"Fall"
"42","BROW-UNK",7054,12054,"OTTTRA07-BROW-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",0.9,NA,4,NA,"","11:07","11:10",3,NA,NA,38.032619,121.858735,38.033761,121.856978,29969,426147,435041,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%",5,3," 3 min 23 seconds; seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Browns",2022-10-04,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",79,20.1,8.65,6884,7.7,4.7,0.19,0.29,7.7," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 11:07",2022,10,"Fall"
"43","BROW-UNK",7108,12107,"LAMOPE07-BROW-05DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.2,NA,NA,NA,"","12:01","",NA,NA,NA,38.040164,121.858462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," Cod end filled with detritus; code 2 - had to rinse net over side of boat because net was filled with detritus; may have lost some fish. Dominant vegetation in sample: ULVA; MYRSPI; GPS 5 Accuracy 2m; Paired N",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-12-05,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",156,9.8,6.77,10751,6.9,3,0.22,0.67,24.7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-05,"2022-12-05 12:01",2022,12,"Fall"
"44","BROW-UNK",7109,12108,"LAMOPE08-BROW-05DEC2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.5,NA,NA,NA,"","12:26","",NA,NA,NA,38.039669,121.855788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%",NA,NA," Cod end filled with detritus; had to rinse/shake out net to remove/filter out detritus before lifting it into boat; no vegetation. MISSIL @ 67 = dead (#8); GPS 5 Accuracy 3m; Paired N",NA,"true","Mudsucker","AC;ED;GP;KS","Browns",2022-12-05,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," S"," 4=flood",110,10.6,8.65,11380,7.1,4,0.16,0.39,14.9," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-05,"2022-12-05 12:26",2022,12,"Fall"
"45","BROW-UNK",7050,12050,"OTTTRA3-BROW-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",3.1,NA,14,NA,"","08:58","09:04",6,NA,NA,38.03826,121.860741,38.038599,121.863445,29969,381175,391307,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%",5,3," Full of peat again. Dumped. Seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Browns",2022-10-04,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",104,18.6,5.86,11512,6.9,4.3,0.28,0.69,22.2," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 08:58",2022,10,"Fall"
"46","BROW-UNK",7051,12051,"OTTTRA4-BROW-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",3.3,NA,11,NA,"","09:21","09:26",5,NA,NA,38.038272,121.86081,38.038565,121.863273,29969,391312,400357,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%",5,3," Full of peat; sample dumped; Seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Browns",2022-10-04,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",67,18.7,5.95,11507,7,6.3,0.27,0.68,20.8," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 09:21",2022,10,"Fall"
"47","BROW-UNK",7052,12052,"OTTTRA5-BROW-04OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",3.3,NA,NA,NA,"","09:34","09:38",4,NA,NA,38.038244,121.860722,38.039234,121.863719,29969,400357,413418,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%",5,3," Trawled 4 min 20 sec. code 3: site disturbed; 3rd time trawling in same spot. might change to code 3. fish were present in previous two dumped samples.",NA,"true","Kvichak","DMC;ED;SH;GP","Browns",2022-10-04,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",90,18.8,6.31,11460,7,5.9,0.25,0.6,17.2," 2=low",1," Inside",NA," false"," Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,"2022-10-04 09:34",2022,10,"Fall"
"48","CHIP-UNK",7184,12184,"LAMOPE10-CHIP-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.2,NA,NA,NA,"","12:57","",NA,NA,NA,38.055106,121.932618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. bryozoan in net",NA,"true","Mudsucker","AC;ED;GP;KS","Chipps",2022-11-17,"2=33-66% clouds","0=Calm; glassy"," NE"," 2=ebb",64,13.4,9.7,12001,7.7,7,0.08,0.45,7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 12:57",2022,11,"Fall"
"49","CHIP-UNK",7185,12185,"LAMOPE11-CHIP-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","13:17","",NA,NA,NA,38.057572,121.921706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," GPS 5; ACCURACY 2M. NOT PIARED. ",NA,"true","Mudsucker","AC;ED;GP;KS","Chipps",2022-11-17,"1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",83,12.4,9.78,13548,7.7,5.9,0.11,0.61,8.2," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 13:17",2022,11,"Fall"
"50","CHIP-UNK",6054,10310,"LAMOPE02-CHIP-13APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","10:03","",NA,NA,NA,38.06111,121.909212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","ED;GP;KS","Chipps",2022-04-13,"2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",24,15,9.02,8277,7.9,36.5,0.47,0.56,10.7," 1=absent",1," Inside",NA," false"," CHIP-01-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,"2022-04-13 10:03",2022,4,"Spring"
"51","CHIP-UNK",6056,10313,"LAMOPE04-CHIP-13APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","10:57","",NA,NA,NA,38.060985,121.908945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","ED;GP;KS","Chipps",2022-04-13,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",16,14.1,9.61,8138,8,64.2,0.66,0.77,8.8," 1=absent",1," Inside",NA," false"," CHIP-02-2022: right next to CHIP-01 and CHIP-04  GPS #6 accuracy 3m  Paired? N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,"2022-04-13 10:57",2022,4,"Spring"
"52","CHIP-UNK",6058,10315,"LAMOPE06-CHIP-13APR2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","12:00","",NA,NA,NA,38.055915,121.9305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%",NA,NA," ",NA,"true","Mudsucker","ED;GP;KS","Chipps",2022-04-13,"1=0-33% clouds",""," W"," 4=flood",20,14.7,9.65,6767,8.1,36.3,0.48,0.42,9.4," 1=absent",1," Inside",NA," false"," CHIP-03-2022  AMESHA brought back to lab to ID- Identified by MA as PACHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-13,"2022-04-13 12:00",2022,4,"Spring"
"53","CHIP-UNK",6668,11508,"LAMOPE04-CHIP-09MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","09:49","",NA,NA,NA,38.061403,121.909815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," CHIP-04-2022",NA,"true","Mudsucker","MA;ED;EL;KS","Chipps",2022-05-09,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",18,15,10.56,9089,7.8,47.6,0.25,0.51,8.5," 1=absent",2," Inside",NA," false"," Paired? Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-09,"2022-05-09 09:49",2022,5,"Spring"
"54","CHIP-UNK",6669,11509,"LAMOPE05-CHIP-09MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","10:09","",NA,NA,NA,38.068262,121.912931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," GPS#6; accuracy=3; CHIP-05-2022",NA,"true","Mudsucker","MA;ED;EL;KS","Chipps",2022-05-09,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",19,15.2,10.61,8955,7.9,51.2,0.24,0.5,8.2," 1=absent",2," Inside",NA," false"," Paired? Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-09,"2022-05-09 10:09",2022,5,"Spring"
"55","CHIP-UNK",6670,11510,"LAMOPE06-CHIP-09MAY2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.7,NA,NA,NA,"","10:55","",NA,NA,NA,38.054535,121.932846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%",NA,NA," CHIP-06-2022; GPS 6 accuracy 4m",NA,"true","Mudsucker","MA;ED;EL;KS","Chipps",2022-05-09,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",18,15.6,10.53,9472,7.9,46.2,0.25,0.53,8.2," 1=absent",2," Inside",NA," false"," CHIP-06-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-09,"2022-05-09 10:55",2022,5,"Spring"
"56","CHIP-UNK",7045,12045,"OTTTRA05-CHIP-05OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",1.8,NA,7,NA,"","10:34","10:43",9,NA,NA,38.065927,121.912319,38.069101,121.912904,29969,625735,644936,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 0%",5,4," LENGTH OF TRAWL 6.5 M. 9 MIN TOW; CUTSHORT DUE TO SNAG AND PULLED IMMEDIATELY; SEINE CODE 1",NA,"true","Kvichak","DMC;ED;GP","Chipps",2022-10-05,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",29,18.8,8.48,17466,7.7,29.6,0.29,0.62,8.1," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-05,"2022-10-05 10:34",2022,10,"Fall"
"57","CHIP-UNK",7188,12188,"LAMOPE14-CHIP-17NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","14:07","",NA,NA,NA,38.070778,121.913576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," ",NA,NA," GPS 5; ACCURACY 2M. NOT PAIRED. DOMINANT VEGETATION IN NET: STUPEC; EGEDEN.",NA,"true","Mudsucker","AC;ED;GP;KS","Chipps",2022-11-17,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",61,13.1,9.66,12421,7.7,9.8,0.11,0.67,7.7," 1=absent",2," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-17,"2022-11-17 14:07",2022,11,"Fall"
"58","CHIP-UNK",7044,12044,"OTTTRA04-CHIP-05OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",1.8,NA,6,NA,"","09:59","10:09",10,NA,NA,38.061911,121.909987,38.066077,121.912391,29969,601435,625741,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 0%",5,3," SEINE CODE 1",NA,"true","Kvichak","DMC;ED;GP","Chipps",2022-10-05,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",23,18.7,8.3,16673,7.7,33,0.35,0.61,8.2," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-05,"2022-10-05 09:59",2022,10,"Fall"
"59","CHIP-UNK",7047,12047,"OTTTRA07-CHIP-05OCT2022","true","Trawl","OTTTRA",""," "," 2= against flow"," ",NA,NA,7,NA,"","12:00","12:01",NA,NA,NA,38.054535,121.932596,NA,NA,29969,662013,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 0%",5,5," LENGTH OF TRAWL 6.5 M. CAUGHT ON A TREE. RIPPED HOLE IN NET. DONE FOR THE DAY. SEINE CODE 3",NA,"true","Kvichak","DMC;ED;GP","Chipps",2022-10-05,"1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",35,19,8.53,16359,7.7,19.3,0.29,0.64,9.2," 1=absent",1," Inside",NA," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-05,"2022-10-05 12:00",2022,10,"Fall"
