"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthMeters","volume","SeineCode2","Casts","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"107","LAMOPE02-GRIZ-18APR2023","9999",345,12842,7782,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","08:56","",NA,NA,NA,38.124512,122.009959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," depth from handheld . paired y . gps 6. gps calculated in 2023 sample inventory - ed 9/7/2023. trace amounts of vegetation in net",NA,"true","Mudsucker","AC;ED;GU;AM","Grizzly Bay","04/18/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",12,13.2,10.11,314,7.8,128.5,0.61,1.18,5.6," 1=absent",2," Inside",NA," false"," Guest- Anthony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 08:56","Spring","Handheld depth finder",1.5,1.5,159.12201242824," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15082,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE02-GRIZ-18APR2023","No Catch",NA,0,0,0,NA,"LAMOPE02-GRIZ-18APR2023","No Catch"
"108","LAMOPE02-GRIZ-20MAR2023","9999",345,12442,7422,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","10:16","",NA,NA,NA,38.12365,122.001351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2;. not paired. ysi reading done in bucket due to waves",NA,"true","Mudsucker","CB;ED;GN;GP","Grizzly Bay","03/20/2023","GRIZ-UNK","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",18,12.9,10.2,625,7.7,74.2,0.88,1.27,12.6," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 10:16","Spring","",2.3,2.3,232.751925056618," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14825,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE02-GRIZ-20MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE02-GRIZ-20MAR2023","No Catch"
"109","LAMOPE02-GRIZ-21NOV2022","949",346,12191,7191,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","09:24","",NA,NA,NA,38.115441,121.999498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. paired? n . lam03 has large hole in mono; switched to lam01; all noranc in larval phase.",NA,"true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","11/21/2022","GRIZ-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",74,10.7,10,19218,7.8,7,0.17,0.62,7.8," 1=absent",2," Inside",NA," false"," ",2022-11-21,2022,11,"2022-11-21 09:24","Fall","",2.5,2.5,249.455517634," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14237,4,0,"","",NA,"",27397,30,NA,"true",0,0,0,0,0,0,NA,"","false","false","","NORANC","NAC","","Northern Anchovy","Fish","Mordax","Engraulis","Engraulidae","Clupeiformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Northern Anchovy","Fish Larvae","Fish Larvae","fish","fish","Northern Anchovy",4,"LAMOPE02-GRIZ-21NOV2022","Northern Anchovy",0,160.349229311046,160.349229311046,160.349229311046,1,"LAMOPE02-GRIZ-21NOV2022","Northern Anchovy"
"110","LAMOPE02-HONK-07DEC2022","197",315,12111,7112,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","09:10","",NA,NA,NA,38.065942,121.929158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5 accuracy 4m; paired n",NA,"true","Mudsucker","AC;ED;GN;GP","Honker-Spoonbill","12/07/2022","HONK-HONK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",55,10.4,10.01,14405,7.6,8.2,0.19,0.29,7.3," 1=absent",2," Inside",NA," false"," ",2022-12-07,2022,12,"2022-12-07 09:10","Fall","",2.7,2.7,265.477555979498," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14055,5,0,"","",NA,"",26321,76,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",5,"LAMOPE02-HONK-07DEC2022","Mississippi Silverside",0,188.339838430114,188.339838430114,414.34764454625,0.454545454545455,"LAMOPE02-HONK-07DEC2022","Mississippi Silverside"
"111","LAMOPE02-HORS-03JAN2023","110217",1381,12244,7244,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","10:59","",NA,NA,NA,38.084148,121.720405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 6; accuracy 3m. not paired. dominant vegetation in net: egeden; hyacinth. gps calculated and corrected in 2023 sample inventory - ed 21jul2023",NA,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-M","3=66-100% clouds","0=Calm; glassy"," NW"," 4=flood",17,9.4,9.58,179,7.3,48.1,0.39,0.66,16.3," 1=absent",2," Inside",1," false"," ",2023-01-03,2023,1,"2023-01-03 10:59","Winter","",1.9,1.9,197.300077206198," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14357,1,0,"","",NA,"",28040,24,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",1,"LAMOPE02-HORS-03JAN2023","Killifish spp.",0,50.6842173688001,50.6842173688001,101.3684347376,0.5,"LAMOPE02-HORS-03JAN2023","Killifish spp."
"112","LAMOPE02-HORS-08FEB2023","136",195,12319,7319,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","08:43","",NA,NA,NA,38.080553,121.729004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," not paired. gps 5; accuracy 2m. ",NA,"true","Mudsucker","CB;ED;GU;GN;GP","Horseshoe Bend","02/08/2023","HORS-S","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",49,8.6,11.16,245,7.6,19.2,0.32,0.51,15," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS; NO EDNA",2023-02-08,2023,2,"2023-02-08 08:43","Winter","",2.1,2.1,215.36677824735," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14556,5,5,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-HORS-08FEB2023","Siberian Prawn",NA,232.162083710862,0,46.4324167421724,0,"LAMOPE02-HORS-08FEB2023","Siberian Prawn"
"113","LAMOPE02-HORS-15DEC2022","110217",1381,12129,7131,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","12:00","",NA,NA,NA,38.08294,121.726333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," "," ",NA,""," gps5 accuracy 2m; paired n; dominant vegetation in net: filalg; egeden",NA,"true","Mudsucker","AC;DMC;ED;GP","Horseshoe Bend","12/15/2022","HORS-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",69,9.7,10.29,533,7.4,10,0.24,0.3,11.9," 1=absent",2," Inside",NA," false"," ",2022-12-15,2022,12,"2022-12-15 12:00","Fall","",1.5,1.5,159.12201242824," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14097,16,0,"","",NA,"",26613,25,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",16,"LAMOPE02-HORS-15DEC2022","Killifish spp.",0,1005.51770027516,1005.51770027516,2450.94939442071,0.41025641025641,"LAMOPE02-HORS-15DEC2022","Killifish spp."
"114","LAMOPE02-LIBE-25JAN2023","110217",1381,12282,7282,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","09:26","",NA,NA,NA,38.291193,121.678204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. ",NA,"true","Mudsucker","ED;GU;GN;GP","Liberty Island","01/25/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 1=high slack",11,7.1,9.25,271,7.5,109.5,1.18,0.77,17," 1=absent",1," Inside",NA," false"," LEIGH SANDERS - GUEST",2023-01-25,2023,1,"2023-01-25 09:26","Winter","",1.8,1.8,188.011143848666," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14466,2,0,"","",NA,"",28244,29,NA,"true",0,0,0,0,0,0,NA,"","false","true","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",2,"LAMOPE02-LIBE-25JAN2023","Killifish spp.",0,106.376673161983,106.376673161983,106.376673161983,1,"LAMOPE02-LIBE-25JAN2023","Killifish spp."
"115","LAMOPE02-LIBE-25MAY2023","136",195,13482,8080,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","08:39","",NA,NA,NA,38.265562,121.681793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," depth from handheld. gps 6; accuracy 3m. not paired",NA,"true","Mudsucker","DMC;ED;GU;AM","Liberty Island","05/25/2023","LIBE_UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 1=high slack",142,17.5,9.75,139,8.7,3.3,0.13,0.25,5.9," 1=absent",2," Inside",NA," false"," ",2023-05-25,2023,5,"2023-05-25 08:39","Spring","Handheld depth finder",1.3,1.3,139.010648691434," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15393,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-LIBE-25MAY2023","Siberian Prawn",NA,71.936935005586,0,215.810805016758,0,"LAMOPE02-LIBE-25MAY2023","Siberian Prawn"
"116","LAMOPE02-LIBE-28DEC2022","110217",1381,12144,7143,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","09:01","",NA,NA,NA,38.286305,121.69054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps #5; accuracy 2m; not paired; gearid blank but lam03 was used for all other samples that day; dominant veg in net elodea naiad?",NA,"true","Mudsucker","MA;ED;SH;KS","Liberty Island","12/28/2022","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",38,8.4,10.37,248,7.5,18.6,0.33,0.5,11.9," 1=absent",2," Inside",NA," false"," depth from secchi - don't adjust",2022-12-28,2022,12,"2022-12-28 09:01","Fall","",1.8,1.8,188.011143848666," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14135,1,0,"","",NA,"",26710,21,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",1,"LAMOPE02-LIBE-28DEC2022","Killifish spp.",0,53.1883365809913,53.1883365809913,319.130019485948,0.166666666666667,"LAMOPE02-LIBE-28DEC2022","Killifish spp."
"117","LAMOPE02-LOWE-14DEC2022","110217",1381,12119,7120,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.6,NA,NA,NA,"","09:46","",NA,NA,NA,38.35387,121.654716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%"," ",NA,""," gps 5 accuracy 2; paired n; code 2 - difficult deployment; very narrow channel; certum (?) veg; dominant vegetation in sample: filalg; potcri; elodia; cerdem",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch","12/14/2022","LOWE-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",80,7.2,10.04,393,7.4,9.3,0.3,0.92,21.8," 1=absent",2," Inside",NA," false"," ",2022-12-14,2022,12,"2022-12-14 09:46","Fall","",0.9,0.9,96.7432585221664," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14064,8,0,"","",NA,"",26370,35,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",8,"LAMOPE02-LOWE-14DEC2022","Killifish spp.",0,826.931005034009,826.931005034009,7028.91354278907,0.117647058823529,"LAMOPE02-LOWE-14DEC2022","Killifish spp."
"118","LAMOPE02-LOWE-26APR2023","",1481,13367,7961,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","09:57","",NA,NA,NA,38.339952,121.661973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. frp23-012 = 2 fish in vial",NA,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 09:57","Spring","",1.3,1.3,139.010648691434," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15164,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","AMEBUL","","","American Bullfrog","","catesbeiana","Lithobates","Ranidae","Anura","Amphibia","Chordata","Introduced","","","","",NA,"",NA,"","","","","","",NA,"LAMOPE02-LOWE-26APR2023","American Bullfrog",NA,71.936935005586,0,143.873870011172,0,"LAMOPE02-LOWE-26APR2023","American Bullfrog"
"119","LAMOPE02-LOWE-26MAY2023","136",195,13431,8028,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps6 accuracy 3m. code 2: narrow. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,96.7432585221664," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,15243,27,27,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-LOWE-26MAY2023","Siberian Prawn",NA,2790.89214198978,0,1653.86201006802,0,"LAMOPE02-LOWE-26MAY2023","Siberian Prawn"
"120","LAMOPE02-PEYT-03MAY2023","9999",345,13466,8065,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",4.8,NA,NA,NA,"","11:21","",NA,NA,NA,38.223489,122.032807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. depth from handheld. code 2 - depth",NA,"true","Mudsucker","DC;ED;AM","Peytonia-Suisun","05/03/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",27,16,6.69,2240,7.7,34.8,1.05,1.88,53.9," 1=absent",1," Inside",NA," false"," ",2023-05-03,2023,5,"2023-05-03 11:21","Spring","Handheld depth finder",4.8,4.8,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,15346,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE02-PEYT-03MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE02-PEYT-03MAY2023","No Catch"
"121","LAMOPE02-PEYT-04APR2023","974",469,12484,7464,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","12:59","",NA,NA,NA,38.226724,122.040664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 due to depth. ",NA,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie",2023-04-04,2023,4,"2023-04-04 12:59","Spring","",3.7,3.7,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14866,1,0,"","",NA,"",28867,299,NA,"true",0,20,0,0,0,0,NA,"","false","false","","SPLITT","ST","SPLT","Splittail","Fish","macrolepidotus","Pogonichthys","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","Moderate Concern","","MC","",FALSE,"Present",NA,"Sacramento Splittail","Fish Larvae","Fish Larvae","fish","fish","Sacramento Splittail",1,"LAMOPE02-PEYT-04APR2023","Splittail",0,30.0571085061617,30.0571085061617,30.0571085061617,1,"LAMOPE02-PEYT-04APR2023","Splittail"
"122","LAMOPE02-PEYT-16MAR2023","136",195,12454,7434,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","08:34","",NA,NA,NA,38.212277,122.035648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 b/c of depth",NA,"true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8.08,990,7.6,82.3,0.68,1.24,27.7," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 08:34","Spring","",3.7,3.7,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14843,4,4,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-PEYT-16MAR2023","Siberian Prawn",NA,120.228434024647,0,0,NA,"LAMOPE02-PEYT-16MAR2023","Siberian Prawn"
"123","LAMOPE02-PEYT-19JAN2023","136",195,12270,7266,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.7,NA,NA,NA,"","08:00","",NA,NA,NA,38.222181,122.04348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," "," ",NA,""," ",NA,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,11.1,8.86,1064,7.6,24.3,0.94,1.58,34.3," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 08:00","Winter","",3,3,288.23269931296," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14411,6,6,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-PEYT-19JAN2023","Siberian Prawn",NA,208.16513928856,0,34.6941898814267,0,"LAMOPE02-PEYT-19JAN2023","Siberian Prawn"
"124","LAMOPE02-PEYT-21DEC2022","197",315,12149,7148,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.8,NA,NA,NA,"","09:12","",NA,NA,NA,38.215173,122.035315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," current did not let boat fully turn against it. pulled bow 45 degrees against current",NA,"true","Mudsucker","AC;DMC;SH;KS","Peytonia-Suisun","12/21/2022","PEYT-SUIS","5=fog","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",30,8.1,8.94,10162,7.4,21.5,0.4,1.41,46.8," 1=absent",2," Inside",2," false"," GPS 5; ACCURACY 2M. NOT PAIRED. HEXAGON 21",2022-12-21,2022,12,"2022-12-21 09:12","Fall","",1.1,1.1,118.217730722742," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14148,1,0,"","",NA,"",26753,62,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE02-PEYT-21DEC2022","Mississippi Silverside",0,84.589679897114,84.589679897114,84.589679897114,1,"LAMOPE02-PEYT-21DEC2022","Mississippi Silverside"
