"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
7264,"true","Mudsucker","MA;AC;ED;GP","Broad Slough","01/12/2023","BROA-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",17,10.4,10.12,214,7.4,65.6,0.86,0.73,23.4," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
8349,"true","Mudsucker","AC;ED;DH;AM","Broad Slough","11/15/2023","BROA-EXT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",66,15.5,9.02,5515,7.6,6.5,0.17,0.48,6.7," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
7942,"true","Chinook","AC;DMC;DD;SH","Broad Slough","05/30/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",89,19.2,9.17,106,7.5,5.6,0.54,0.36,9.5," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
7749,"true","SeaArk","CB;DMC;SH","Broad Slough","05/22/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,19.7,8.86,116,7.6,7.7,0.09,0.55,8," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","BROA-INT","Broad Slough"
7386,"true","Mudsucker","DMC;ED;AM;KMP","Broad Slough","03/15/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",38,11.7,10.42,207,7.6,17.5,0.41,0.56,20.6," 1=absent",1," Inside",NA," false"," ","BROA-EXT","Broad Slough"
7945,"true","Chinook","AC;DMC;DD;SH","Broad Slough","05/30/2023","BROA-INT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",111,19.5,9.5,106,7.7,5.7,0.48,0.5,9.4," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
7312,"true","Mudsucker","AC;ED;GU;GP;KS","Broad Slough","02/02/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",26,8.4,10.42,250,7.6,27,0.32,0.61,21.1," 1=absent",2," Inside",NA," false"," ","BROA-INT","Broad Slough"
7262,"true","Mudsucker","MA;AC;ED;GP","Broad Slough","01/12/2023","BROA-INT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",21,10.6,9.85,211,7.4,62.4,0.81,0.69,22.6," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
7762,"true","SeaArk","CB;DMC;SH","Broad Slough","05/22/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,19.9,7.77,133,7.2,10.2,0.12,0.6,9.2," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 3m","BROA-INT","Broad Slough"
8046,"true","Kvichak","AC;ED;SH;SS","Broad Slough","06/13/2023","BROA-EXT","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",58,19.3,8.58,111,7.6,9.4,0.17,0.47,9.3," 1=absent",2," Inside",NA," false"," Brought back SAV sample.","BROA-EXT","Broad Slough"
7940,"true","Chinook","AC;DMC;DD;SH","Broad Slough","05/30/2023","BROA-INT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",NA,18.8,9.27,108,7.6,11.9,0.55,0.71,8.6," 1=absent",1," Inside",NA," false"," Phyto samples only.","BROA-INT","Broad Slough"
8044,"true","Kvichak","AC;ED;SH;SS","Broad Slough","06/13/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",68,19.3,8.56,112,7.6,10.3,0.2,0.45,9.2," 1=absent",2," Inside",NA," false"," ","BROA-INT","Broad Slough"
7482,"true","Mudsucker","AC;ED;AM;GN","Broad Slough","04/05/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 2=ebb",40,12.2,10.06,174,7.4,18,0.17,0.5,14.1," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
7947,"true","Chinook","AC;DMC;DD;SH","Broad Slough","05/30/2023","BROA-INT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",87,19.2,9.19,106,7.6,5.6,0.5,0.52,9.5," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
7750,"true","SeaArk","CB;DMC;SH","Broad Slough","05/22/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,19.8,9.08,117,7.6,9.9,0.1,0.57,7.9," 1=absent",2," Inside",NA," false"," no secchi; GPS #5; accuracy 2m","BROA-INT","Broad Slough"
7484,"true","Mudsucker","AC;ED;AM;GN","Broad Slough","04/05/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",46,12.3,10.01,175,7.4,17.2,0.19,0.5,14.7," 1=absent",2," Inside",NA," false"," ","BROA-INT","Broad Slough"
7481,"true","Mudsucker","AC;ED;AM;GN","Broad Slough","04/05/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 2=ebb",46,12.2,10.04,173,7.4,17.9,0.22,0.55,14.4," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
7388,"true","Mudsucker","DMC;ED;AM;KMP","Broad Slough","03/15/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",28,11.2,10.34,180,7.5,27.8,0.48,0.7,18.5," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
7387,"true","Mudsucker","DMC;ED;AM;KMP","Broad Slough","03/15/2023","BROA-EXT","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",38,10.9,10.45,167,7.5,28.9,0.48,0.66,16.7," 1=absent",1," Inside",NA," false"," ","BROA-EXT","Broad Slough"
8351,"true","Mudsucker","AC;ED;DH;AM","Broad Slough","11/15/2023","BROA-EXT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",85,15.5,9.04,5780,7.6,5.8,0.18,0.52,6.8," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
8242,"true","Kvichak","ED;DH;SH;AM","Broad Slough","10/09/2023","BROA-EXT","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",78,20.3,8.45,1002,7.7,7.6,0.17,0.43,6.2," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
7946,"true","Chinook","AC;DMC;DD;SH","Broad Slough","05/30/2023","BROA-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",89,19.3,9.18,110,7.5,6.7,0.45,0.56,8.9," 1=absent",1," Inside",NA," false"," ","BROA-INT","Broad Slough"
8241,"true","Kvichak","ED;DH;SH;AM","Broad Slough","10/09/2023","BROA-EXT","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",61,20.2,8.4,1165,7.6,8.5,0.18,0.41,6.2," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
8243,"true","Kvichak","ED;DH;SH;AM","Broad Slough","10/09/2023","BROA-EXT","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",73,20.3,8.48,905,7.7,7,0.17,0.43,6.2," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
8048,"true","Kvichak","AC;ED;SH;SS","Broad Slough","06/13/2023","BROA-EXT","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",78,19.2,8.67,108,7.6,8.3,0.16,0.38,8.9," 1=absent",2," Inside",NA," false"," ","BROA-EXT","Broad Slough"
8364,"true","Mudsucker","AC;ED;DH;AM","Browns Island","11/15/2023","BROW-EXT-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",95,15.8,9.01,6829,7.6,6.1,0.18,0.47,6.8," 1=absent",2," Inside",NA," false"," ","BROW-EXT-S","Browns Island"
8020,"true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",42,19.4,5.43,553,6.9,11.6,0.22,1.2,20.9," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8147,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",99,23,6.61,3573,7.1,5.4,0.15,0.37,11," 2=low",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8535,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",69,16.3,8.93,7588,7.6,13.5,0.17,0.33,7.7," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8148,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",162,22.9,3.45,3402,6.8,2.3,0.13,0.67,21.1," 2=low",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8097,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 1=high slack",59,18.9,9.42,145,7.7,10.3,0.1,0.68,8.2," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8263,"true","Mudsucker","DMC;SH;AM","Browns Island","10/19/2023","BROW-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",86,19.4,7.7,2942,7.4,6.2,0.14,0.38,7.4," 1=absent",1," Inside",NA," false"," south side of Browns","BROW-EXT-S","Browns Island"
8363,"true","Mudsucker","AC;ED;DH;AM","Browns Island","11/15/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",67,15.7,8.78,8803,7.6,7.6,0.15,0.4,6.8," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8095,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",61,19.1,6.55,657,7,8,0.2,0.95,17.3," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8021,"true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",46,19.5,8.85,174,7.5,14.8,0.26,1.32,9.4," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8145,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",106,22.6,5.95,2333,7,5.7,0.16,0.42,8.3," 1=absent",2," Inside",NA," false"," guest Natalie Kolm; used GPS from iPad","BROW-CH-W","Browns Island"
7254,"true","Mudsucker","MA;AC;ED;GP","Browns Island","01/12/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",34,10,7.57,937,6.9,27.6,0.84,0.85,29.8," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8533,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",85,16.3,8.85,11702,7.6,6.7,0.14,0.37,7.7," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7253,"true","Mudsucker","MA;AC;ED;GP","Browns Island","01/12/2023","BROW-TP","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",43,9.9,6.72,1170,6.9,19.5,0.8,0.95,33.1," 1=absent",1," Inside",NA," false"," ","BROW-TP","Browns Island"
8053,"true","Kvichak","AC;ED;SH;SS","Browns Island","06/13/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",46,18.8,9,126,7.7,12.9,0.23,0.64,7.8," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8146,"true","Chinook","DMC;ED;GU;AM","Browns Island","08/22/2023","BROW-CH-MAIN","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",106,22.4,7.69,3201,7.5,6.5,0.19,0.37,7.4," 2=low",2," Inside",NA," false"," eDNA sample taken","BROW-CH-MAIN","Browns Island"
7694,"true","SeaArk","DMC;SH","Browns Island","05/08/2023","BROW-EXT-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",69,14.8,5.9,372,6.8,7.9,0.17,0.75,21.4," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","BROW-EXT-S","Browns Island"
8096,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",55,18.8,7.85,291,7.2,10.3,0.16,0.88,12.8," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8365,"true","Mudsucker","AC;ED;DH;AM","Browns Island","11/15/2023","BROW-EXT-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",76,15.7,8.63,6373,7.5,7.5,0.18,0.5,6.7," 1=absent",2," Inside",NA," false"," ","BROW-EXT-S","Browns Island"
8531,"true","Chinook","AC;ED;GU;SH","Browns Island","11/13/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",84,16.1,8.92,10220,7.6,8.8,0.05,0.22,7.7," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8261,"true","Mudsucker","DMC;SH;AM","Browns Island","10/19/2023","BROW-TP","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",93,19,5.37,3264,6.9,6.1,0.07,0.46,17.5," 1=absent",1," Inside",NA," false"," GPS: Google","BROW-TP","Browns Island"
8094,"true","Kvichak","MA;CB;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",62,19,5.63,623,6.9,7.5,0.22,1.21,21.3," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8125,"true","Kvichak","DMC;SH","Browns Island","08/02/2023","BROW-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",NA,21.1,6.77,3477,7.1,8.3,0.2,0.52,11.2," 1=absent",2," Inside",NA," false"," too shallow for secchi; channel connection main channel to south side","BROW-CH-W","Browns Island"
8447,"true","Mudsucker","AC;ED;DD;GU;SH","Browns Island","12/11/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NW"," 4=flood",78,12,9.72,11419,7.7,6.9,0.16,0.33,7.4," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7491,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",42,13.3,10.25,209,7.4,14.9,0.17,0.47,14.2," 1=absent",2," Inside",NA," false"," ","BROW-CH-W","Browns Island"
8262,"true","Mudsucker","DMC;SH;AM","Browns Island","10/19/2023","BROW-UNK","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",80,19.4,8.11,2696,7.4,8.9,0.04,0.3,7.2," 1=absent",1," Inside",NA," false"," GPS: Google","BROW-CH-W","Browns Island"
8528,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-W","","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",89,16.1,9.26,7169,7.4,9,0.22,0.34,7.6," 1=absent",1," Inside",NA," false"," site_veg_pic-2023111","BROW-CH-W","Browns Island"
7495,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-TP","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",67,13,8.03,828,6.9,9.4,0.23,0.71,23.3," 1=absent",2," Inside",NA," false"," ","BROW-TP","Browns Island"
8530,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-MAIN","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",81,15.8,8.76,6329,7.4,9.1,0.14,0.27,8," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8126,"true","Mudsucker","DMC;SH","Browns Island","08/02/2023","BROW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",75,21.3,5.21,1716,6.9,6.5,0.2,0.58,10.3," 1=absent",2," Inside",NA," false"," south ""exterior""","BROW-EXT-S","Browns Island"
8101,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",67,19.9,6.63,493,7.1,7.8,0.21,1.37,18," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8534,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",84,16.2,8.82,10580,7.6,6.9,0.14,0.29,8," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8446,"true","Mudsucker","AC;ED;DD;GU;SH","Browns Island","12/11/2023","BROW-EXT-S","1=0-33% clouds","0=Calm; glassy"," NA"," 4=flood",99,11.9,10.06,7546,7.7,5.4,0.18,0.36,7.3," 1=absent",2," Inside",NA," false"," ","BROW-EXT-S","Browns Island"
8529,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",78,15.6,8.57,5755,7.4,12.3,0.16,0.35,8.4," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7374,"true","Mudsucker","DMC;ED;AM;KMP","Browns Island","03/15/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",64,12.2,8.27,644,7.2,9.6,0.42,0.66,28.4," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7326,"true","Mudsucker","ED;GU;GN;GP","Browns Island","02/08/2023","BROW-TP","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",47,9.3,7.42,1396,7,19.1,0.3,0.69,27," 1=absent",2," Inside",NA," false"," COULDN'T GET TP 18 DUE TO ALLIGATOR WEED; SAMPLED IN 14. Guest: Leigh Sanders - EDNA","BROW-TP","Browns Island"
8532,"true","Chinook","AC;ED;SH;MO","Browns Island","11/13/2023","BROW-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",78,16.3,9.03,9055,7.6,7.1,0.04,0.3,7.8," 1=absent",1," Inside",NA," false"," ","BROW-CH-W","Browns Island"
8098,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",76,19.5,8.43,152,7.3,7.3,0.13,0.66,9.7," 1=absent",2," Inside",NA," false"," ","BROW-CH-W","Browns Island"
8022,"true","Mudsucker","MA;ED;SH;KMP","Browns Island","05/18/2023","BROW-EXT-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",86,20.2,8.94,130,7.6,10.9,0.11,0.67,8.9," 1=absent",2," Inside",NA," false"," ","BROW-EXT-S","Browns Island"
8099,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",68,19.6,9.44,140,7.7,7.9,0.13,0.64,8.6," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7325,"true","Mudsucker","CB;ED;GU;GN;GP","Browns Island","02/08/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",42,9.4,9.71,639,7.4,21.7,0.3,0.56,21.8," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS EDNA","BROW-CH-MAIN","Browns Island"
8448,"true","Mudsucker","AC;ED;DD;GU;SH","Browns Island","12/11/2023","BROW-CH-MAIN","1=0-33% clouds","0=Calm; glassy"," NW"," 4=flood",98,11.9,9.76,9447,7.7,7.6,0.18,0.37,7.3," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7324,"true","Mudsucker","CB;ED;GU;GN;GP","Browns Island","02/08/2023","BROW-EXT-S","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",NA,9.6,10.58,295,7.6,23.2,0.29,0.59,21," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders","BROW-EXT-S","Browns Island"
8051,"true","Kvichak","AC;ED;SH;SS","Browns Island","06/13/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",45,18.6,8.07,190,7.3,13.6,0.27,0.68,10.6," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8124,"true","Mudsucker","DMC;SH","Browns Island","08/02/2023","BROW-TP","1=0-33% clouds","0=Calm; glassy"," SW"," 2=ebb",102,20.7,4.75,2477,6.9,4.6,0.23,0.81,23.2," 1=absent",2," Inside",NA," false"," pond; too deep for depth with secchi","BROW-TP","Browns Island"
8050,"true","Kvichak","AC;ED;SH;SS","Browns Island","06/13/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",53,18.9,6.3,362,7.1,10.5,0.23,0.87,17," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7373,"true","Mudsucker","DMC;ED;AM;KMP","Browns Island","03/15/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",55,11.9,8.84,469,7.3,12,0.41,0.57,25.8," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7372,"true","Mudsucker","DMC;ED;AM;KMP","Browns Island","03/15/2023","BROW-EXT-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",38,11.3,10.12,214,7.5,16.4,0.43,0.67,22.4," 1=absent",1," Inside",NA," false"," ","BROW-EXT-S","Browns Island"
7255,"true","Mudsucker","MA;AC;ED;GP","Browns Island","01/12/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",20,10.2,9.77,263,7.3,58.4,0.88,0.74,23.2," 1=absent",1," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8049,"true","Kvichak","AC;ED;SH;SS","Browns Island","06/13/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",68,18.8,5.37,503,7,9,0.25,1.04,21.4," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
7700,"true","SeaArk","DMC;SH","Browns Island","05/08/2023","BROW-CH-CONNECT","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",94,15.4,5.92,224,6.8,8.1,0.14,0.54,15.1," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","BROW-CH-CONNECT","Browns Island"
7701,"true","SeaArk","DMC;SH","Browns Island","05/08/2023","BROW-TP","3=66-100% clouds",""," SW"," 2=ebb",52,15.4,5.33,748,6.8,7.7,0.19,1.13,28.7," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","BROW-TP","Browns Island"
7702,"true","SeaArk","DMC;SH","Browns Island","05/08/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",71,15.9,7.13,348,7,10.8,0.13,0.81,17.9," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","BROW-CH-MAIN","Browns Island"
7493,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",47,14,10.36,192,7.5,14.3,0.13,0.49,13.7," 1=absent",2," Inside",NA," false"," ","BROW-CH-W","Browns Island"
8246,"true","Kvichak","ED;DH;SH;AM","Browns Island","10/09/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",44,19.8,8.32,3302,7.7,14.6,0.18,0.39,6.3," 1=absent",2," Inside",NA," false"," FDOM 6.246","BROW-CH-MAIN","Browns Island"
7494,"true","Mudsucker","AC;ED;AM;GN","Browns Island","04/05/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",50,13.2,10.04,222,7.4,13.7,0.13,0.5,14.3," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8245,"true","Kvichak","ED;DH;SH;AM","Browns Island","10/09/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,19.6,8.31,2860,7.6,22.5,0.22,0.49,5.8," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8244,"true","Kvichak","ED;DH;SH;AM","Browns Island","10/09/2023","BROW-CH-MAIN","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",87,19.2,5.56,2715,7.1,6.2,0.14,0.54,15.4," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8100,"true","Kvichak","MA;CB;SH;SS","Browns Island","05/16/2023","BROW-CH-MAIN","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",67,19.4,8.79,208,7.4,9.2,0.13,0.73,10.4," 1=absent",2," Inside",NA," false"," ","BROW-CH-MAIN","Browns Island"
8453,"true","Mudsucker","AC;ED;DD;GU;SH","Chipps Island","12/11/2023","CHIP-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",104,11.9,10,12588,7.7,4.5,0.14,0.38,8.5," 1=absent",2," Inside",NA," false"," ","CHIP-UNK","Chipps Island"
7911,"true","Mudsucker","DC;DD;GN;SS","Chipps Island","05/15/2023","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",29,18.3,9.41,161,7.8,25.2,0.47,1.26,7.9," 1=absent",1," Inside",NA," false"," Point samples only.","CHIP-UNK","Chipps Island"
7490,"true","Mudsucker","AC;ED;AM;GN","Chipps Island","04/05/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",24,12.5,10,373,7.4,36.6,0.29,0.75,12.7," 1=absent",2," Inside",NA," false"," ","CHIP-UNK","Chipps Island"
8362,"true","Mudsucker","AC;ED;DH;AM","Chipps Island","11/15/2023","CHIP-UNK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",94,15.4,9,12285,7.7,5,0.15,0.6,8.3," 1=absent",2," Inside",NA," false"," ","CHIP-UNK","Chipps Island"
