"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"37",7561,12602,"ZOOP13-BLAC-30MAR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.6,NA,NA,NA,"","","12:22",5,NA,NA,38.185816,121.902897,NA,121.90158,31512,50146,56537,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;DMC;GP","Blacklock","03/30/2023","BLAC-CH-1","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",30,12.3,9.66,802,7.5,28.2,0.3,0.87,19.6," 1=absent",2," Inside",NA," false"," ",2023-03-30,2023,3,"2023-03-30 ","Spring"
"38",7562,12608,"NT14-BLAC-30MAR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","12:51","12:56",5,NA,NA,38.185092,121.903511,38.183878,121.904953,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," no gear ID for neuston",NA,"true","Mudsucker","CB;AC;DMC;GP","Blacklock","03/30/2023","BLAC-CH-EXT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",28,11.9,9.12,915,7.4,29.1,0.22,0.79,22.4," 1=absent",2," Inside",NA," false"," ",2023-03-30,2023,3,"2023-03-30 12:51","Spring"
"39",7562,12607,"ZOOP14-BLAC-30MAR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",1.7,NA,NA,NA,"","12:51","12:56",5,NA,NA,38.185092,121.903511,38.183878,121.904953,31512,56541,63084,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," 1.Surface","1.Boat","1",1," "," Garmin 6",3," "," ",NA,"true","Mudsucker","CB;AC;DMC;GP","Blacklock","03/30/2023","BLAC-CH-EXT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",28,11.9,9.12,915,7.4,29.1,0.22,0.79,22.4," 1=absent",2," Inside",NA," false"," ",2023-03-30,2023,3,"2023-03-30 12:51","Spring"
"40",7562,12606,"MAC14-BLAC-30MAR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",1.8,NA,NA,NA,"","12:51","12:59",8.9,NA,NA,38.185092,121.903511,38.183027,121.906143,31511,132405,146151,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," 8 MIN 52 SEC MAC",NA,"true","Mudsucker","CB;AC;DMC;GP","Blacklock","03/30/2023","BLAC-CH-EXT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",28,11.9,9.12,915,7.4,29.1,0.22,0.79,22.4," 1=absent",2," Inside",NA," false"," ",2023-03-30,2023,3,"2023-03-30 12:51","Spring"
"41",7563,12609,"MAC21-POTR-30MAR2023","true","Trawl","MAC",""," "," 3= unknown"," ",NA,NA,50,NA,"","13:50","",NA,NA,NA,38.217352,121.912819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","3.Cast and retrieve","5",5," "," Garmin 6",3," "," Casts were 5m long with 9 total of 10 casts @ a combined total of 50m",NA,"true","Mudsucker","CB;AC;DMC;GP","Potrero Marsh","03/30/2023","POTR-UNK","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",23,10.9,7.23,2022,6.9,30.1,0.4,2.27,41.5," 1=absent",2," Inside",NA," false"," At West Marsh control structure. ",2023-03-30,2023,3,"2023-03-30 13:50","Spring"
"42",7563,12610,"EAV21-POTR-30MAR2023","true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","","",NA,NA,0.3,38.217352,121.912819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," 20 STEMS",NA,"true","Mudsucker","CB;AC;DMC;GP","Potrero Marsh","03/30/2023","POTR-UNK","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",23,10.9,7.23,2022,6.9,30.1,0.4,2.27,41.5," 1=absent",2," Inside",NA," false"," At West Marsh control structure. ",2023-03-30,2023,3,"2023-03-30 ","Spring"
"43",7581,12621,"EAV11-ARNO-03APR2023","true","MI","EAV",""," "," "," Channel edge",0.7,NA,NA,NA,"","11:48","",NA,NA,0.3,38.180913,121.899073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," ~20 stems sampled; larval fish in sweepnet",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.4,9.73,971,7.6,39.7,0.62,1.19,25.4," 1=absent",1," Inside",NA," false"," point samples only; waited 45 minutes before first sample due to tides",2023-04-03,2023,4,"2023-04-03 11:48","Spring"
"44",7581,12622,"PPG11-ARNO-03APR2023","true","MI","PPG",""," "," "," Channel edge",0.7,NA,NA,NA,"","11:48","",NA,NA,0.7,38.180913,121.899073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",20,0,0,0,0,80,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.4,9.73,971,7.6,39.7,0.62,1.19,25.4," 1=absent",1," Inside",NA," false"," point samples only; waited 45 minutes before first sample due to tides",2023-04-03,2023,4,"2023-04-03 11:48","Spring"
"45",7582,12624,"PPG12-ARNO-03APR2023","true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","12:29","",NA,NA,0.9,38.180426,121.898145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",50,0,0,0,0,50,NA,NA," false"," "," ","","",NA," "," Garmin 6",3," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",21,12.5,9.74,994,7.6,42.5,0.64,1.29,26.1," 1=absent",1," Inside",NA," false"," point samples only",2023-04-03,2023,4,"2023-04-03 12:29","Spring"
"46",7582,12623,"EAV12-ARNO-03APR2023","true","MI","EAV",""," "," "," Channel edge",0.8,NA,NA,NA,"","12:29","",NA,NA,0.4,38.180426,121.898145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," ~25 stems sampled",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",21,12.5,9.74,994,7.6,42.5,0.64,1.29,26.1," 1=absent",1," Inside",NA," false"," point samples only",2023-04-03,2023,4,"2023-04-03 12:29","Spring"
"47",7583,12626,"PPG13-ARNO-03APR2023","true","MI","PPG",""," "," "," Channel edge",0.9,NA,NA,NA,"","12:55","",NA,NA,0.9,38.18468,121.897257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",60,0,0,0,0,40,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",35,12.7,10.1,762,7.6,33.8,0.55,0.93,20.7," 1=absent",1," Inside",NA," false"," point samples only",2023-04-03,2023,4,"2023-04-03 12:55","Spring"
"48",7583,12625,"EAV13-ARNO-03APR2023","true","MI","EAV",""," "," "," Channel edge",0.7,NA,NA,NA,"","12:55","",NA,NA,0.4,38.18468,121.897257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," 35 stems",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",35,12.7,10.1,762,7.6,33.8,0.55,0.93,20.7," 1=absent",1," Inside",NA," false"," point samples only",2023-04-03,2023,4,"2023-04-03 12:55","Spring"
"49",7584,12628,"PPG14-ARNO-03APR2023","true","MI","PPG",""," "," "," Pond",1,NA,NA,NA,"","","",NA,NA,1,38.181085,121.89329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",80,0,0,0,0,20,NA,NA," false"," "," ","","",NA," "," Garmin 6",NA," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",21,13.6,10.52,1042,7.7,37.1,0.66,1.4,28.6," 1=absent",1," Inside",NA," false"," point samples only (taken in the middle of Arnold; not channel edge)",2023-04-03,2023,4,"2023-04-03 ","Spring"
"50",7584,12627,"EAV14-ARNO-03APR2023","true","MI","EAV",""," "," "," Pond",0.9,NA,NA,NA,"","","",NA,NA,0.5,38.181085,121.89329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 6",NA," "," ~10 stems sampled",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",21,13.6,10.52,1042,7.7,37.1,0.66,1.4,28.6," 1=absent",1," Inside",NA," false"," point samples only (taken in the middle of Arnold; not channel edge)",2023-04-03,2023,4,"2023-04-03 ","Spring"
"51",7585,12630,"ZOOP11-ARNO-03APR2023","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1,NA,NA,NA,"","14:19","14:24",5,NA,NA,38.181257,121.892969,38.183239,121.892573,31508,535,5601,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 6",3," "," zoop/nt done sequentially so NT has its own flowmeter. ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",19,13.9,11.21,1052,7.8,37.6,0.65,1.52,29.5," 1=absent",1," Inside",NA," false"," tide just switched and it is not clear where water is flowing. ",2023-04-03,2023,4,"2023-04-03 14:19","Spring"
"52",7585,12629,"MAC11-ARNO-03APR2023","true","Trawl","MAC",""," "," 3= unknown"," Channel",1,NA,NA,NA,"","14:19","14:29",9.5,NA,NA,38.181837,121.894171,38.186206,121.892808,31511,163326,180425,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," Fish in MAC/NT. Re-did MAC because it hit veg 9:30 duration; 1 m depth. ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",19,13.9,11.21,1052,7.8,37.6,0.65,1.52,29.5," 1=absent",1," Inside",NA," false"," tide just switched and it is not clear where water is flowing. ",2023-04-03,2023,4,"2023-04-03 14:19","Spring"
"53",7585,12631,"NT11-ARNO-03APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",1,NA,NA,NA,"","14:24","14:29",5,NA,NA,38.183239,121.892573,38.185272,121.892388,31513,2949,11238,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," zoop/nt done sequentially so NT has its own flowmeter. Fish in MAC/NT. ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",19,13.9,11.21,1052,7.8,37.6,0.65,1.52,29.5," 1=absent",1," Inside",NA," false"," tide just switched and it is not clear where water is flowing. ",2023-04-03,2023,4,"2023-04-03 14:24","Spring"
"54",7586,12632,"MAC12-ARNO-03APR2023","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.5,NA,NA,NA,"","15:20","15:30",10,NA,NA,38.185018,121.897345,38.180838,121.899182,31511,180467,200200,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," zoop/nt done sequentially. larval fish in mac and nt probably in zoop too. flow switched halfway through",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",24,13.3,10.03,897,7.6,32.4,0.5,1.17,24.3," 1=absent",1," Inside",NA," false"," flow switched halfway through",2023-04-03,2023,4,"2023-04-03 15:20","Spring"
"55",7586,12634,"NT12-ARNO-03APR2023","true","Trawl","NT",""," "," 3= unknown"," Channel",1.5,NA,NA,NA,"","15:25","15:30",5,NA,NA,38.18322,121.898761,38.180838,121.899182,31513,11235,21763,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," zoop/nt done sequentially. larval fish in mac and nt probably in zoop too. flow switched halfway through",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",24,13.3,10.03,897,7.6,32.4,0.5,1.17,24.3," 1=absent",1," Inside",NA," false"," flow switched halfway through",2023-04-03,2023,4,"2023-04-03 15:25","Spring"
"56",7586,12633,"ZOOP12-ARNO-03APR2023","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.5,NA,NA,NA,"","15:20","12:25",5,NA,NA,38.185018,121.897345,38.18322,121.898761,31508,5601,12485,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 6",3," "," zoop/nt done sequentially. larval fish in mac and nt probably in zoop too. flow switched halfway through",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",24,13.3,10.03,897,7.6,32.4,0.5,1.17,24.3," 1=absent",1," Inside",NA," false"," flow switched halfway through",2023-04-03,2023,4,"2023-04-03 15:20","Spring"
"57",7587,12635,"MAC13-ARNO-03APR2023","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","16:05","16:15",10,NA,NA,38.184989,121.897327,38.180982,121.899077,31511,200200,220434,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",23,13.5,10.09,960,7.7,38,0.56,1.25,25.7," 1=absent",1," Inside",NA," false"," same location as second trawl due to lack of trawlable areas",2023-04-03,2023,4,"2023-04-03 16:05","Spring"
"58",7587,12637,"NT13-ARNO-03APR2023","true","Trawl","NT",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","16:10","16:15",5,NA,NA,38.183482,121.898489,38.180982,121.899077,31513,21773,32296,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",23,13.5,10.09,960,7.7,38,0.56,1.25,25.7," 1=absent",1," Inside",NA," false"," same location as second trawl due to lack of trawlable areas",2023-04-03,2023,4,"2023-04-03 16:10","Spring"
"59",7587,12636,"ZOOP13-ARNO-03APR2023","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","16:05","16:10",5,NA,NA,38.184989,121.897327,38.183482,121.898489,31508,12489,18871,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 6",3," "," ",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-SE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",23,13.5,10.09,960,7.7,38,0.56,1.25,25.7," 1=absent",1," Inside",NA," false"," same location as second trawl due to lack of trawlable areas",2023-04-03,2023,4,"2023-04-03 16:05","Spring"
"60",7588,12640,"NT14-ARNO-03APR2023","true","Trawl","NT",""," "," 3= unknown"," Channel",1.3,NA,NA,NA,"","17:05","17:10",5,NA,NA,38.180218,121.898443,38.182493,121.898932,31513,32522,43965,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat","",NA," "," Garmin 6",3," "," flow changes direction midway through tow. zoop/nt done sequentially. redid nt/mac because hit bottom. now trawling the opposite direction as we did for zoop.  larval fish in samples",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",27,13.8,10.08,985,7.7,35.5,0.62,1.42,26.1," 1=absent",1," Inside",NA," false"," flow changes direction midway through tow. ",2023-04-03,2023,4,"2023-04-03 17:05","Spring"
"61",7588,12638,"MAC14-ARNO-03APR2023","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.3,NA,NA,NA,"","17:12","17:18",5,NA,NA,38.181689,121.899052,38.184147,121.897769,31511,239789,250620,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 6",3," "," flow changes direction midway through tow. zoop/nt done sequentially. redid nt/mac because hit bottom. now trawling the opposite direction as we did for zoop. mac redid 2x because hit bottom again. larval fish in samples",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",27,13.8,10.08,985,7.7,35.5,0.62,1.42,26.1," 1=absent",1," Inside",NA," false"," flow changes direction midway through tow. ",2023-04-03,2023,4,"2023-04-03 17:12","Spring"
"62",7588,12639,"ZOOP14-ARNO-03APR2023","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.3,NA,NA,NA,"","16:52","16:57",5,NA,NA,38.183347,121.89864,38.18046,121.899156,31508,18872,27645,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 6",3," "," flow changes direction midway through tow. zoop/nt done sequentially. now trawling the opposite direction as we did for zoop. larval fish in samples",NA,"true","SeaArk","DMC;SH;GN","Arnold Slough","04/03/2023","ARNO-CH-NE","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",27,13.8,10.08,985,7.7,35.5,0.62,1.42,26.1," 1=absent",1," Inside",NA," false"," flow changes direction midway through tow. ",2023-04-03,2023,4,"2023-04-03 16:52","Spring"
"63",7801,12861,"EAV11-TOED-25APR2023","true","MI","EAV",""," "," "," Channel edge",1,NA,NA,NA,"","08:10","",NA,NA,0.5,38.361587,121.639155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," Garmin 5",2," "," EAV ~ 35 STEMS",NA,"true","Other","MA;CB;GU;SS;AAC","Toe Drain","04/25/2023","TOED-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",52,21.1,7.15,731,8.4,9.7,0.45,2.48,16.2," 1=absent",2," Inside",NA," false"," no trawls taken; no petite ponar (could not get sample after 5 attempts)",2023-04-25,2023,4,"2023-04-25 08:10","Spring"
"64",7802,12862,"EAV12-TOED-25APR2023","true","MI","EAV",""," "," "," Channel edge",0.6,NA,NA,NA,"","08:41","",NA,NA,0.3,38.360686,121.640216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," EAV STEM COUNT ~15 STEMS",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",33,21.2,7.2,731,8.4,21.3,0.47,2.68,15," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 08:41","Spring"
"65",7802,12863,"PPG11-TOED-25APR2023","true","MI","PPG",""," "," "," Channel edge",0.6,NA,NA,NA,"","08:41","",NA,NA,0.6,38.360686,121.640216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",60,10,0,0,0,30,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",33,21.2,7.2,731,8.4,21.3,0.47,2.68,15," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 08:41","Spring"
"66",7803,12865,"PPG12-TOED-25APR2023","true","MI","PPG",""," "," "," Channel edge",1.1,NA,NA,NA,"","09:20","",NA,NA,1.1,38.356235,121.641679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",20,20,0,0,0,60,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 1=high slack",60,21,7.18,732,8.5,12.1,0.38,2.42,15.9," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 09:20","Spring"
"67",7803,12864,"EAV13-TOED-25APR2023","true","MI","EAV",""," "," "," Channel edge",0.9,NA,NA,NA,"","09:20","",NA,NA,0.5,38.356235,121.641679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," EAV ~20 STEMS",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 1=high slack",60,21,7.18,732,8.5,12.1,0.38,2.42,15.9," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 09:20","Spring"
"68",7804,12867,"PPG13-TOED-25APR2023","true","MI","PPG",""," "," "," Channel edge",1.4,NA,NA,NA,"","09:50","",NA,NA,1.4,38.355014,121.64224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 2",20,10,20,0,0,50,NA,NA," false"," "," ","","",NA," "," ",NA," "," ",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",50,21.2,7.22,732,8.8,9.5,0.34,2.22,16," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 09:50","Spring"
"69",7804,12866,"EAV14-TOED-25APR2023","true","MI","EAV",""," "," "," Channel edge",0.9,NA,NA,NA,"","09:50","",NA,NA,0.5,38.355014,121.64224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," 3",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","",NA," "," ",NA," "," EAV ~22 STEM",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",50,21.2,7.22,732,8.8,9.5,0.34,2.22,16," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 09:50","Spring"
"70",7805,12870,"NT11-TOED-25APR2023","true","Trawl","NT",""," "," 2= against flow"," Channel",4.9,NA,NA,NA,"","10:23","10:28",5,NA,NA,38.355185,121.642378,38.356465,121.641763,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","3",NA," "," Garmin 5",2," "," depth 16.2 feet",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",50,21.2,7.18,731,8.7,9.8,0.35,2.22,15.9," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 10:23","Spring"
"71",7805,12869,"ZOOP11-TOED-25APR2023","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",4.9,NA,NA,NA,"","10:23","10:28",5,NA,NA,38.355185,121.642378,38.356465,121.641763,31508,141101,147183,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","4",9," "," Garmin 5",2," "," depth 16.2 feet",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",50,21.2,7.18,731,8.7,9.8,0.35,2.22,15.9," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 10:23","Spring"
"72",7805,12868,"MAC11-TOED-25APR2023","true","Trawl","MAC",""," "," 2= against flow"," Channel",4.9,NA,NA,NA,"","10:23","10:33",10,NA,NA,38.355185,121.642378,38.357903,121.641227,31511,697888,716705,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat","5",5," "," Garmin 5",2," "," depth 16.2 feet",NA,"true","NorthRiver","MA;CB;GU;SS","Toe Drain","04/25/2023","TOED-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 2=ebb",50,21.2,7.18,731,8.7,9.8,0.35,2.22,15.9," 1=absent",2," Inside",NA," false"," ",2023-04-25,2023,4,"2023-04-25 10:23","Spring"
