"","VisitNo","SampleID_key","SampleID_frp","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthMeters","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","volume","Location","Visit.Date2","Comments"
"369",8074,13475,"LAMOPE10-NURS-03MAY2023","15:40","",NA,38.196565,NA,121.913861,NA,5.3,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Nurse-Denverton",2023-05-03," depth from handheld. code 2 -depth. gps 5; accuracy 2m. not paired"
"370",7442,12462,"LAMOPE10-NURS-16MAR2023","12:54","",NA,38.183715,NA,121.91357,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Nurse-Denverton",2023-03-16," gps 5; accuracy 2m. not paired. "
"371",7790,13641,"LAMOPE10-RYER-18APR2023","13:52","",NA,38.07996,NA,122.008565,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Ryer Island",2023-04-18," used same water quality as previous sample. paired? y. gps calculated in 2023 sample inventory - ed 9/8/2023"
"372",8419,13882,"LAMOPE10-RYER-27NOV2023","13:16","",NA,38.086738,NA,122.029744,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Ryer Island",2023-11-27," "
"373",7290,12290,"LAMOPE10-STAI-25JAN2023","14:15","",NA,38.303006,NA,121.667441,NA,3.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",295.476969974838,"Stairsteps-Liberty Cut",2023-01-25," not paired. gps 5; accuracy 2m."
"374",7350,12370,"LAMOPE10-WING-28FEB2023","13:22","",NA,38.220774,NA,122.043359,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Wings Landing",2023-02-28," gps 5; accuracy 2m. not paired."
"375",8510,14010,"LAMOPE10-WING-29DEC2023","13:39","",NA,38.222215,NA,122.042399,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Wings Landing",2023-12-29," "
"376",7275,12279,"LAMOPE11-ARNO-19JAN2023","11:55","",NA,38.180359,NA,121.900047,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Arnold Slough",2023-01-19," gps 5; accuracy 2m. not paired."
"377",8499,13999,"LAMOPE11-ARNO-26DEC2023","13:04","",NA,38.175309,NA,121.904705,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Arnold Slough",2023-12-26," "
"378",8432,13914,"LAMOPE11-BLAC-28NOV2023","14:52","",NA,38.178089,NA,121.909557,NA,1.9,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",197.300077206198,"Blacklock",2023-11-28," * = internal hemorrhage; nematodes!"
"379",7491,12531,"LAMOPE11-BROW-05APR2023","14:14","",NA,38.039013,NA,121.873708,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Browns Island",2023-04-05," gps 5; accuracy 2m. not paired. "
"380",8364,13804,"LAMOPE11-BROW-15NOV2023","14:15","",NA,38.033184,NA,121.856806,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Browns Island",2023-11-15," "
"381",8021,13421,"LAMOPE11-BROW-18MAY2023","12:55","",NA,38.041183,NA,121.868375,NA,1.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",168.922111459686,"Browns Island",2023-05-18," gps 6 accuracy 3. depth from handheld"
"382",7260,12264,"LAMOPE11-CHIP-12JAN2023","13:28","",NA,38.06507,NA,121.911757,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Chipps Island",2023-01-12," gps 5; accuracy 2. not paired. frp23-502 chisal-f 37 0 whole ice"
"383",7384,12404,"LAMOPE11-CHIP-15MAR2023","13:14","",NA,38.06171,NA,121.909967,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Chipps Island",2023-03-15," gps 5; accuracy 3m. not paired. "
"384",7328,12328,"LAMOPE11-HONK-08FEB2023","14:59","",NA,38.073625,NA,121.932065,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Honker-Spoonbill",2023-02-08," not paired. gps 5; accuracy 2m. "
"385",8450,13935,"LAMOPE11-HONK-11DEC2023","13:01","",NA,38.076512,NA,121.926833,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Honker-Spoonbill",2023-12-11," "
"386",7291,12291,"LAMOPE11-LIBE-25JAN2023","14:48","",NA,38.25602,NA,121.686229,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Liberty Island",2023-01-25," not paired. gps 5; accuracy 2m. many tiny snails in sav. unid shrimp due to broken rostrum"
"387",8075,13476,"LAMOPE11-NURS-03MAY2023","15:53","",NA,38.192704,NA,121.912174,NA,2.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",224.14454593097,"Nurse-Denverton",2023-05-03," depth from handheld. gps 5; accuracy 2m. not paired"
"388",7443,12463,"LAMOPE11-NURS-16MAR2023","13:19","",NA,38.182801,NA,121.927091,NA,3.4,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",316.187450612646,"Nurse-Denverton",2023-03-16," gps 5; accuracy 2m. not paired. code 2 = net was narrow; caught on tule root wad"
"389",7351,12371,"LAMOPE11-PEYT-28FEB2023","13:33","",NA,38.220918,NA,122.043939,NA,3.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-02-28," gps 5; accuracy 2m. not paired"
"390",8511,14011,"LAMOPE11-WING-29DEC2023","13:53","",NA,38.224068,NA,122.039572,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Wings Landing",2023-12-29," "
"391",7276,12280,"LAMOPE12-ARNO-19JAN2023","12:12","",NA,38.177095,NA,121.900665,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Arnold Slough",2023-01-19," gps 5; accuracy 2m. not paired. wakasa=frp23-506. chisal-f=frp23-507. unid plant = terrestrial grass maybe."
"392",8500,14000,"LAMOPE12-ARNO-26DEC2023","13:18","",NA,38.17496,NA,121.902135,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Arnold Slough",2023-12-26," "
"393",8431,13913,"LAMOPE12-BLAC-28NOV2023","15:12","",NA,38.179364,NA,121.912816,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Blacklock",2023-11-28," "
"394",7493,12532,"LAMOPE12-BROW-05APR2023","14:33","",NA,38.042608,NA,121.871949,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Browns Island",2023-04-05," gps 5; accuracy 2m. not paired. "
"395",8365,13805,"LAMOPE12-BROW-15NOV2023","14:58","",NA,38.033894,NA,121.854384,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Browns Island",2023-11-15," "
"396",8022,13422,"LAMOPE12-BROW-18MAY2023","13:17","",NA,38.03354,NA,121.856863,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Browns Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"397",7329,12329,"LAMOPE12-HONK-08FEB2023","15:16","",NA,38.077105,NA,121.90784,NA,2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",206.41862200576,"Honker-Spoonbill",2023-02-08," not paired. gps 5; accuracy 2m. "
"398",8451,13936,"LAMOPE12-HONK-11DEC2023","13:12","",NA,38.080395,NA,121.92509,NA,3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",288.23269931296,"Honker-Spoonbill",2023-12-11," "
"399",7261,12265,"LAMOPE12-HONK-12JAN2023","14:03","",NA,38.055171,NA,121.894993,NA,5.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-01-12," gps 5; accuracy 2. not paired. code 2: depth"
"400",7385,12405,"LAMOPE12-HONK-15MAR2023","13:43","",NA,38.05487,NA,121.895271,NA,5.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-03-15," gps 5; accuracy 3m. not paired. code 2: depth"
"401",8076,13478,"LAMOPE12-NURS-03MAY2023","16:13","",NA,38.184441,NA,121.900581,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Nurse-Denverton",2023-05-03," depth from handheld. majority of veg was dead tule fragments. gps 5; accuracy 2m. not paired"
"402",7444,12464,"LAMOPE12-NURS-16MAR2023","13:50","",NA,38.174587,NA,121.92253,NA,3.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Nurse-Denverton",2023-03-16," gps 5; accuracy 3m. not paired. "
"403",7352,12372,"LAMOPE12-PEYT-28FEB2023","14:11","",NA,38.223295,NA,122.032035,NA,4.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Peytonia-Suisun",2023-02-28," gps 5; accuracy 2m. not paired."
"404",8512,14012,"LAMOPE12-WING-29DEC2023","14:08","",NA,38.224738,NA,122.037333,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Wings Landing",2023-12-29," dead tule in net"
"405",7262,12266,"LAMOPE13-BROA-12JAN2023","14:26","",NA,38.048597,NA,121.848221,NA,3.7,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-01-12," gps 5; accuracy 2. not paired. seine code 2 -depth"
"406",7386,12406,"LAMOPE13-BROA-15MAR2023","14:10","",NA,38.062048,NA,121.849328,NA,8.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-03-15," gps 5; accuracy 3m. not paired. code 2 b/c of depth; wind blew us over the net"
"407",7495,12535,"LAMOPE13-BROW-05APR2023","15:28","",NA,38.03895,NA,121.857156,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Browns Island",2023-04-05," "
"408",7330,12330,"LAMOPE13-CHIP-08FEB2023","15:32","",NA,38.067256,NA,121.91267,NA,2.8,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",273.23299231529,"Chipps Island",2023-02-08," not paired. gps 5; accuracy 4m. "
"409",8452,13937,"LAMOPE13-CHIP-11DEC2023","13:35","",NA,38.055759,NA,121.927499,NA,2.1,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",215.36677824735,"Chipps Island",2023-12-11," missil @ 96 has bleeding near anus and eyes"
"410",7353,12373,"LAMOPE13-PEYT-28FEB2023","14:28","",NA,38.2082,NA,122.034395,NA,1.2,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",128.699383986074,"Peytonia-Suisun",2023-02-28," gps 5; accuracy 2m. not paired."
"411",8366,13806,"LAMOPE13-WINT-15NOV2023","15:27","",NA,38.041506,NA,121.848966,NA,1.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",139.010648691434,"Winter Island",2023-11-15," "
"412",8023,13423,"LAMOPE13-WINT-18MAY2023","13:41","",NA,38.030086,NA,121.841663,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Winter Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"413",7263,12267,"LAMOPE14-BROA-12JAN2023","14:42","",NA,38.038558,NA,121.844333,NA,4.1,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-01-12," gps 5; accuracy 2. not paired. seine code 2 - depth"
"414",7387,12407,"LAMOPE14-BROA-15MAR2023","14:26","",NA,38.0474,NA,121.842021,NA,5.8,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-03-15," gps 5; accuracy 5m. not paired. code 2: depth"
"415",7331,12331,"LAMOPE14-CHIP-08FEB2023","15:44","",NA,38.064156,NA,121.911284,NA,1.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",159.12201242824,"Chipps Island",2023-02-08," not paired. gps 5; accuracy 4m. chisal-f collected for ucd"
"416",8453,13938,"LAMOPE14-CHIP-11DEC2023","13:55","",NA,38.058346,NA,121.919074,NA,2.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",265.477555979498,"Chipps Island",2023-12-11," "
"417",7498,12538,"LAMOPE14-WINT-05APR2023","16:15","",NA,38.03235,NA,121.842933,NA,3.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",316.187450612646,"Winter Island",2023-04-05," gps 5; accuracy 2m. not paired. frp23-524 is the label for chisal-f @49mm on ice"
"418",8367,13807,"LAMOPE14-WINT-15NOV2023","15:50","",NA,38.044518,NA,121.848618,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Winter Island",2023-11-15," current not really moving"
"419",8024,13424,"LAMOPE14-WINT-18MAY2023","14:02","",NA,38.047595,NA,121.851498,NA,1.4,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",149.151524838822,"Winter Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"420",7264,12268,"LAMOPE15-BROA-12JAN2023","15:01","",NA,38.032679,NA,121.839569,NA,3.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Broad Slough",2023-01-12," gps 5; accuracy 2. not paired."
"421",7388,12408,"LAMOPE15-BROA-15MAR2023","14:41","",NA,38.032914,NA,121.839406,NA,4.9,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Broad Slough",2023-03-15," gps 5; accuracy 4m. not paired. code 2: depth"
"422",8454,13939,"LAMOPE15-CHIP-11DEC2023","14:33","",NA,38.063051,NA,121.910644,NA,2.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",249.455517634,"Chipps Island",2023-12-11," "
"423",7332,12332,"LAMOPE15-HONK-08FEB2023","16:04","",NA,38.058493,NA,121.904973,NA,5.6,NA,NA," 2= against flow","2. Partial twist; snag; or tear","Boat",NA,NA,NA,"LAMOPE",332.7,"Honker-Spoonbill",2023-02-08," not paired. gps 5; accuracy 2m. code 2 due to depth"
"424",7496,12536,"LAMOPE15-WINT-05APR2023","16:36","",NA,38.030453,NA,121.841833,NA,2.6,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",257.551731085734,"Winter Island",2023-04-05," gps 5; accuracy 2m. not paired. "
"425",8368,13808,"LAMOPE15-WINT-15NOV2023","16:07","",NA,38.047661,NA,121.848355,NA,3.3,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",309.454345624682,"Winter Island",2023-11-15," "
"426",8025,13425,"LAMOPE15-WINT-18MAY2023","14:31","",NA,38.048869,NA,121.84854,NA,1.7,NA,NA," 2= against flow","1. No twists; snags; or tears","Boat",NA,NA,NA,"LAMOPE",178.551821933162,"Winter Island",2023-05-18," gps 6 accuracy 3m. depth from handheld."
"427",8241,13681,"OTTTRA01-BROA-09OCT2023","08:52","09:02",10,38.048612,38.053936,121.843523,121.844854,6.75,637622,658100," 2= against flow","1. No twists; snags; or tears","",26,NA,NA,"OTTTRA",1513.170615,"Broad Slough",2023-10-09," "
"428",8044,13447,"OTTTRA01-BROA-13JUN2023","07:33","07:43",10,38.037301,38.043599,121.843056,121.845921,4.45,2607,23670," 2= against flow","2. Partial twist; snag; or tear","",16,NA,NA,"OTTTRA",1556.3977275,"Broad Slough",2023-06-13," large amount of peat in net; but not in cod end. seine code 2"
"429",8401,13861,"OTTTRA01-GRIZ-11OCT2023","09:00","09:10",10,38.116125,38.112622,122.000265,122.004884,1.75,959267,985682," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1951.8703875,"Grizzly Bay",2023-10-11," towed perpendicular for part of the tow"
"430",8064,13477,"OTTTRA01-GRIZ-15JUN2023","07:48","07:58",10,38.118666,38.123997,122.015346,122.00961,1.55,276251,307432," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",2304.0420425,"Grizzly Bay",2023-06-15," seine code 1"
"431",8281,13721,"OTTTRA01-HONK-10OCT2023","09:34","09:44",10,38.059201,38.061288,121.925166,121.93128,2.25,770550,794824," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1793.666545,"Honker-Spoonbill",2023-10-10," "
"432",8055,13457,"OTTTRA01-HONK-14JUN2023","07:57","08:07",10,38.069678,38.064253,121.911674,121.910689,5.85,165617,199305," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",2489.29054,"Honker-Spoonbill",2023-06-14," seine code 1"
"433",8341,13781,"OTTTRA01-HORS-30OCT2023","10:02","10:12",10,38.083279,38.082278,121.734751,121.727867,5.75,166854,199918," 2= against flow","1. No twists; snags; or tears","",24,NA,NA,"OTTTRA",2443.18162,"Horseshoe Bend",2023-10-30," "
"434",8088,13491,"OTTTRA01-WTIB-21JUN2023","11:07","11:17",10,38.09741,NA,121.5911,121.58273,8.75,471101,499078," 2= against flow","1. No twists; snags; or tears","",32,NA,NA,"OTTTRA",2067.2904725,"Webb Tract Island and Berms",2023-06-21," 6 unid larval fish less than 20mm= fun fact. 1 plastic spool. end lat written down wrong."
"435",8242,13682,"OTTTRA02-BROA-09OCT2023","09:28","09:38",10,38.045313,38.040287,121.842319,121.839306,5.25,658093,683008," 2= against flow","1. No twists; snags; or tears","",26,NA,NA,"OTTTRA",1841.0316375,"Broad Slough",2023-10-09," "
"436",8046,13448,"OTTTRA02-BROA-13JUN2023","08:18","08:29",10,38.0466,38.041959,121.843201,121.840408,6.05,25175,58323," 2= against flow","1. No twists; snags; or tears","",28,NA,NA,"OTTTRA",2449.38859,"Broad Slough",2023-06-13," frp23-021: unid; frp23-551: sav. seine code 1"
"437",8058,13460,"OTTTRA02-CHIP-14JUN2023","08:31","08:40",8.5,38.063456,38.069166,121.910817,121.912914,1.45,199366,222662," 2= against flow","2. Partial twist; snag; or tear","",6,NA,NA,"OTTTRA",1721.39968,"Chipps Island",2023-06-14," 8.5 minutes. code 2: caught t-post; 1–2-foot hole ripped in net; repaired in field. seine code 2"
"438",8402,13862,"OTTTRA02-GRIZ-11OCT2023","09:43","09:53",10,38.120083,38.119711,122.006302,122.013179,1.75,988437,14200," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1903.618585,"Grizzly Bay",2023-10-11," "
"439",8077,13479,"OTTTRA02-GRIZ-15JUN2023","08:24","08:34",10,38.13004,38.133512,122.005411,122.01082,1.05,307799,334908," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",2003.1517825,"Grizzly Bay",2023-06-15," yelgob @30 found after net was set; @20 same (from previous). seine code 1"
"440",8282,13722,"OTTTRA02-HONK-10OCT2023","10:18","10:28",10,38.068005,38.071195,121.921454,121.926925,2.45,796459,822260," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",1906.5003925,"Honker-Spoonbill",2023-10-10," "
"441",8342,13782,"OTTTRA02-HORS-30OCT2023","10:31","10:41",10,38.082394,38.082594,121.726982,121.719685,4.75,199923,235216," 2= against flow","1. No twists; snags; or tears","",20,NA,NA,"OTTTRA",2607.8880025,"Horseshoe Bend",2023-10-30," "
"442",8089,13492,"OTTTRA02-WTIB-21JUN2023","11:44","11:54",10,38.097066,38.094548,121.59357,121.587826,8.25,499098,532149," 2= against flow","1. No twists; snags; or tears","",32,NA,NA,"OTTTRA",2442.2210175,"Webb Tract Island and Berms",2023-06-21," flowmeter pulled for 20 seconds to remove veg."
"443",8243,13683,"OTTTRA03-BROA-09OCT2023","10:17","10:27",10,38.037499,38.033184,121.840374,121.835559,7.75,683021,702728," 2= against flow","1. No twists; snags; or tears","",26,NA,NA,"OTTTRA",1456.1994975,"Broad Slough",2023-10-09," "
"444",8048,13450,"OTTTRA03-BROA-13JUN2023","08:53","09:03",10,38.040173,38.034923,121.838092,121.836288,3.85,58339,87480," 2= against flow","1. No twists; snags; or tears","",12,NA,NA,"OTTTRA",2153.3013425,"Broad Slough",2023-06-13," 3 harmud found on deck probably from previous sample. same veg as last trawl. seine code 1"
"445",8059,13461,"OTTTRA03-CHIP-14JUN2023","09:37","09:45",7,38.069349,38.070789,121.912911,121.915543,1.55,222664,242244," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1446.81515,"Chipps Island",2023-06-14," 7 mins 10 secs. +1 strbas dropped. seine code 1"
"446",8403,13863,"OTTTRA03-GRIZ-11OCT2023","10:15","10:25",10,38.128022,38.124952,121.996909,122.002985,1.85,14195,42518," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",2092.8572775,"Grizzly Bay",2023-10-11," "
"447",8283,13723,"OTTTRA03-HONK-10OCT2023","11:08","11:17",9,38.066352,38.071178,121.911514,121.911411,5.05,832915,862083," 2= against flow","1. No twists; snags; or tears","",20,NA,NA,"OTTTRA",2155.29644,"Honker-Spoonbill",2023-10-10," 9-minute trawl - hit other station"
"448",8343,13783,"OTTTRA03-HORS-30OCT2023","11:03","11:13",10,38.08289,38.083737,121.720859,121.714768,5.75,235208,260335," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",1856.6968475,"Horseshoe Bend",2023-10-30," "
"449",8078,13481,"OTTTRA03-TULE-15JUN2023","10:22","10:32",10,38.122096,38.126071,121.983129,121.986332,1.65,335074,358236," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",1711.498085,"Tule Red",2023-06-15," seine code 1"
"450",8090,13493,"OTTTRA03-WTIB-21JUN2023","12:31","12:41",10,38.097697,38.095819,121.591862,121.585259,9.25,532153,559259," 2= against flow","1. No twists; snags; or tears","",32,NA,NA,"OTTTRA",2002.930105,"Webb Tract Island and Berms",2023-06-21," "
"451",8244,13684,"OTTTRA04-BROW-09OCT2023","11:19","11:25",7,38.038893,38.038528,121.859738,121.863547,4.05,702819,718238," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",1139.3484575,"Browns Island",2023-10-09," 7 min trawl"
"452",8049,13451,"OTTTRA04-BROW-13JUN2023","10:13","10:21",8,38.03911,38.03959,121.85898,121.864,3.45,87505,111768," 2= against flow","1. No twists; snags; or tears","",12,NA,NA,"OTTTRA",1792.8537275,"Browns Island",2023-06-13," gps from phone; trawl ended at 8 minutes. seine code 1"
"453",8284,13724,"OTTTRA04-CHIP-10OCT2023","11:35","11:45",10,38.0616,38.067089,121.909894,121.912692,2.05,862082,895442," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",2465.0538,"Chipps Island",2023-10-10," "
"454",8061,13463,"OTTTRA04-HONK-14JUN2023","10:21","10:31",10,38.061908,38.064806,121.908939,121.910905,6.35,242453,269812," 2= against flow","1. No twists; snags; or tears","",20,NA,NA,"OTTTRA",2021.6249075,"Honker-Spoonbill",2023-06-14," seine code 1"
"455",8091,13494,"OTTTRA04-HORS-21JUN2023","13:28","13:38",10,38.092935,38.098015,121.70864,121.708153,4.55,559300,593843," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",2552.4686275,"Horseshoe Bend",2023-06-21," "
"456",8404,13864,"OTTTRA04-TULE-11OCT2023","11:27","11:37",10,38.121897,38.126045,121.983017,121.987111,2.65,42520,71487," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",2140.4440475,"Tule Red",2023-10-11," "
"457",8083,13486,"OTTTRA04-TULE-15JUN2023","10:56","11:06",10,38.12673,38.131163,121.987277,121.990313,1.75,358229,386105," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",2059.82733,"Tule Red",2023-06-15," staflo @56 from previous trawl. seine code 1"
"458",8344,13784,"OTTTRA04-WTIB-30OCT2023","12:16","12:22",6,38.096829,38.095614,121.589397,121.585267,6.25,260344,274700," 2= against flow","2. Partial twist; snag; or tear","",22,NA,NA,"OTTTRA",1060.80073,"Webb Tract Island and Berms",2023-10-30," stopped at 6 min; door flipped out of water"
"459",8285,13725,"OTTTRA05-CHIP-10OCT2023","12:31","12:41",10,38.062412,38.067533,121.910158,121.912778,2.05,895444,926361," 2= against flow","1. No twists; snags; or tears","",8,NA,NA,"OTTTRA",2284.5344225,"Chipps Island",2023-10-10," repeated same trawl area as last because barge blocking upper section. mostly dead tule. "
"460",8092,13495,"OTTTRA05-HORS-21JUN2023","13:54","14:04",10,38.091217,38.085413,121.708706,121.71179,3.25,593906,610660," 2= against flow","1. No twists; snags; or tears","",16,NA,NA,"OTTTRA",1237.994945,"Horseshoe Bend",2023-06-21," "
"461",8405,13865,"OTTTRA05-TULE-11OCT2023","11:52","12:52",10,38.12678,38.131353,121.987271,121.991153,2.45,71487,103876," 2= against flow","1. No twists; snags; or tears","",10,NA,NA,"OTTTRA",2393.3041825,"Tule Red",2023-10-11," "
"462",8085,13488,"OTTTRA05-TULE-15JUN2023","11:30","11:40",10,38.131077,38.133972,121.990583,121.994661,1.75,386104,413572," 2= against flow","1. No twists; snags; or tears","",6,NA,NA,"OTTTRA",2029.67919,"Tule Red",2023-06-15," hook and line - strbas @ 555mm caught at 38.133972; -121.994661 . seine code 1"
"463",8062,13464,"OTTTRA05-WINT-14JUN2023","11:14","11:16",2.5,38.043134,38.044155,121.848976,121.84959,1.25,269814,274924," 2= against flow","2. Partial twist; snag; or tear","",4,NA,NA,"OTTTRA",377.590675,"Winter Island",2023-06-14," 2.5-minute trawl because of veg. seine code 2 : cod end 100% full; but not over 100%."
