"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season"
"32",7272,12276,"LAMOPE08-NURS-19JAN2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.9,NA,NA,NA,"","10:42","",NA,NA,NA,38.176481,121.910579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 5. NOT PAIRED. CODE 2 - DEPTH","true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-EXT-ARNO-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",14,10.1,8.72,904,7.3,90.5,1.06,1.01,23.3," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 10:42","Winter"
"33",7273,12277,"LAMOPE09-NURS-19JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","11:04","",NA,NA,NA,38.182996,121.915176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," GPS 5; ACCURACY 2. NOT PAIRED.","true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-LHB-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",13,10.2,8.68,886,7.3,89.5,1.04,0.97,23.2," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 11:04","Winter"
"34",7274,12278,"LAMOPE10-ARNO-19JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","11:25","",NA,NA,NA,38.175538,121.907831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2. NOT PAIRED. THRSTI collected in ETOH FRP23-505","true","Mudsucker","AC;ED;GP;KS","Arnold Slough","01/19/2023","ARNO-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",12,10,8.73,898,7.3,84.2,1.02,1.04,24," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 11:25","Winter"
"35",7275,12279,"LAMOPE11-ARNO-19JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","11:55","",NA,NA,NA,38.180359,121.900047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED.","true","Mudsucker","AC;ED;GP;KS","Arnold Slough","01/19/2023","ARNO-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," NE"," 4=flood",15,9.1,8.53,1316,7.2,54.5,0.99,1.36,37.6," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 11:55","Winter"
"36",7276,12280,"LAMOPE12-ARNO-19JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","12:12","",NA,NA,NA,38.177095,121.900665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," GPS 5; ACCURACY 2M. NOT PAIRED. WAKASA=FRP23-506. CHISAL-F=FRP23-507. UNID PLANT = TERRESTRIAL GRASS MAYBE.","true","Mudsucker","AC;ED;GP;KS","Arnold Slough","01/19/2023","ARNO-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," NE"," 4=flood",14,9.6,9.08,950,7.3,80.3,1.04,1.05,23.4," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 12:12","Winter"
"37",7281,12281,"LAMOPE01-LIBE-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","08:42","",NA,NA,NA,38.298788,121.680292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. LEIGH SANDERS IS A GUEST. UNID SHRIMPS HAD BROKEN ROSTRUMS.","true","Mudsucker","ED;GU;GN;GP","Liberty Island","01/25/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 1=high slack",12,7.7,9.14,250,7.5,98.5,1.06,0.65,16.6," 1=absent",1," Inside",NA," false"," Guest: Leigh Sanders",2023-01-25,2023,1,"2023-01-25 08:42","Winter"
"38",7282,12282,"LAMOPE02-LIBE-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","09:26","",NA,NA,NA,38.291193,121.678204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," GPS 5; ACCURACY 3M. ","true","Mudsucker","ED;GU;GN;GP","Liberty Island","01/25/2023","LIBE_UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 1=high slack",11,7.1,9.25,271,7.5,109.5,1.18,0.77,17," 1=absent",1," Inside",NA," false"," LEIGH SANDERS - GUEST",2023-01-25,2023,1,"2023-01-25 09:26","Winter"
"39",7283,12283,"LAMOPE03-LOWE-25JAN2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 1= with flow"," ",0.9,NA,NA,NA,"","10:30","",NA,NA,NA,38.349324,121.679599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. PHYSICALLY CANNOT TURN BOAT AROUND TO TOW AGAINST (CODE 2). 57 PRICKLY SCULPIN WAS VERY GRAVID. ","true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-W","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",7,7.3,5.3,290,7.2,214.5,1.66,1.68,14.2," 1=absent",1," Inside",NA," false"," LEIGH SANDERS (GUEST)",2023-01-25,2023,1,"2023-01-25 10:30","Winter"
"40",7284,12284,"LAMOPE04-LOWE-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","11:11","",NA,NA,NA,38.355914,121.654825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. ","true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-NE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",14,7.6,5.35,310,7.2,75.2,1.05,0.76,21.5," 1=absent",1," Inside",NA," false"," ",2023-01-25,2023,1,"2023-01-25 11:11","Winter"
"41",7285,12285,"LAMOPE05-LOWE-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.6,NA,NA,NA,"","11:49","",NA,NA,NA,38.348953,121.662624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. STRONG EBB. ","true","Mudsucker","ED;GU;GN;GP","Lower Yolo Ranch","01/25/2023","LOWE-CH-ENTRANCE-S","1=0-33% clouds","0=Calm; glassy"," N"," 2=ebb",9,8.1,7.56,308,7.4,101.8,1.14,0.92,18," 1=absent",1," Inside",NA," false"," LEIGH SANDERS IS GUEST",2023-01-25,2023,1,"2023-01-25 11:49","Winter"
"42",7286,12286,"LAMOPE06-FLYW-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","12:24","",NA,NA,NA,38.365055,121.642861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. SPLITTAIL HAS TUBERCLES ON HEAD","true","Mudsucker","ED;GU;GN;GP","Flyway Farms","01/25/2023","FLYW-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",9,9.3,6.02,279,7.2,97.6,1.04,0.83,17.4," 1=absent",1," Inside",NA," false"," LEIGH SANDERS IS GUEST",2023-01-25,2023,1,"2023-01-25 12:24","Winter"
"43",7287,12287,"LAMOPE07-FLYW-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","12:57","",NA,NA,NA,38.361017,121.643026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 3M. ","true","Mudsucker","ED;GU;GN;GP","Flyway Farms","01/25/2023","FLYW-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",9,9.3,6.2,281,7.3,107.9,1.11,0.85,16.7," 1=absent",1," Inside",NA," false"," LS LEIGH SANDERS (GUEST)",2023-01-25,2023,1,"2023-01-25 12:57","Winter"
"44",7288,12288,"LAMOPE08-STAI-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",3.3,NA,NA,NA,"","13:15","",NA,NA,NA,38.350014,121.656044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M.","true","Mudsucker","ED;GU;GN;GP","Stairsteps-Liberty Cut","01/25/2023","STAI-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",10,8.3,8.42,331,7.4,108.1,1.1,0.78,18," 1=absent",1," Inside",NA," false"," LS = LEIGH SANDERS (GUEST)",2023-01-25,2023,1,"2023-01-25 13:15","Winter"
"45",7289,12289,"LAMOPE09-STAI-25JAN2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",5.1,NA,NA,NA,"","13:52","",NA,NA,NA,38.327418,121.667073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. 2 SEINE CODE B/C OF DEPTH. MISSIL HAD SOME INTERNAL BLEEDING NEAR ANUS.","true","Mudsucker","ED;GU;GN;GP","Stairsteps-Liberty Cut","01/25/2023","STAI-LIBE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",13,8.3,8.54,322,7.4,103.2,1.06,0.79,18," 1=absent",1," Inside",NA," false"," LS = LEIGH SANDERS (GUEST) ",2023-01-25,2023,1,"2023-01-25 13:52","Winter"
"46",7290,12290,"LAMOPE10-STAI-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.8,NA,NA,NA,"","14:15","",NA,NA,NA,38.303006,121.667441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 1-33%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M.","true","Mudsucker","ED;GU;GN;GP","Stairsteps-Liberty Cut","01/25/2023","STAI-LIBE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",13,8.2,8.41,302,7.4,101.8,1.04,0.8,17.6," 1=absent",1," Inside",NA," false"," LS = LEIGH SANDERS (GUEST)",2023-01-25,2023,1,"2023-01-25 14:15","Winter"
"47",7291,12291,"LAMOPE11-LIBE-25JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","14:48","",NA,NA,NA,38.25602,121.686229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 34-66%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. MANY TINY SNAILS IN SAV. UNID SHRIMP DUE TO BROKEN ROSTRUM","true","Mudsucker","ED;GU;GN;GP","Liberty Island","01/25/2023","LIBE_UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," N"," 4=flood",13,8.7,9.6,252,7.5,101.5,1.08,0.66,16.1," 1=absent",1," Inside",NA," false"," LEIGH SANDERS IS GUEST",2023-01-25,2023,1,"2023-01-25 14:48","Winter"
"48",7292,12292,"LAMOPE01-TULE-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","08:01","",NA,NA,NA,38.128945,121.988682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. REPAIRED A 4-5 INCH SECTION ALONG FLOAT LINE THAT CAME DISCONNECTED","true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",16,8.5,11.02,657,7.6,108.3,0.63,1.14,13.9," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 08:01","Winter"
"49",7293,12293,"LAMOPE02-TULE-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","08:25","",NA,NA,NA,38.127657,121.987201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M ","true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",13,8.6,11.1,679,7.6,102.7,0.63,1.18,13.9," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 08:25","Winter"
"50",7294,12294,"LAMOPE03-TULE-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,NA,NA,"","08:49","",NA,NA,NA,38.133493,121.992418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5. PATCHED ANOTHER SECTION ALONG FLOAT LINE PRIOR TO THIS SAMPLE. DEPTH WAS SHALLOW; PROBABLY 1.4-1.7 AVG TO 1.5","true","Mudsucker","ED;SH;GP;KS","Tule Red","01/26/2023","TULE-CH-LG-NW","1=0-33% clouds",""," NE"," 2=ebb",12,8.2,10.74,804,7.4,86.4,0.6,1.23,15.8," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 08:49","Winter"
"51",7295,12296,"LAMOPE04-RYER-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.4,NA,NA,NA,"","09:34","",NA,NA,NA,38.079369,122.011133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. FIRST SET; CODE 3 - TWIST IN COD END; RESET UPSTREAM; SAME ENVIRONMENTALS","true","Mudsucker","ED;SH;GP;KS","Ryer Island","01/26/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",14,8.2,10,488,7.3,100,0.44,0.58,14.7," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 09:34","Winter"
"52",7301,12301,"LAMOPE05-RYER-26JAN2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.8,NA,NA,NA,"","09:49","",NA,NA,NA,38.081122,122.017596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. CODE 2 - DEPTH","true","Mudsucker","ED;SH;GP;KS","Ryer Island","01/26/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",16,8.4,10.19,364,7.4,77.2,0.45,0.57,14.7," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 09:49","Winter"
"53",7302,12302,"LAMOPE06-RYER-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","10:04","",NA,NA,NA,38.078306,122.013944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," Garmin 5",2," "," NOT PAIRED. GPS 5; ACCURACY 2M. MACOMA ID BY MA 2/9/23","true","Mudsucker","ED;SH;GP;KS","Ryer Island","01/26/2023","RYER-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",14,8.5,10.45,344,7.4,95.1,0.53,0.64,13.4," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 10:04","Winter"
"54",7303,12303,"LAMOPE07-GRIZ-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","10:41","",NA,NA,NA,38.11611,122.003821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 6M. POTAMOCORBULA MOST LIKELY FROM LAMPARA #6. THRSHA WITH SOME BLEEDING.","true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","01/26/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",11,8.9,11.29,317,7.7,115.8,0.58,0.63,11.9," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 10:41","Winter"
"55",7304,12304,"LAMOPE08-GRIZ-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.3,NA,NA,NA,"","11:03","",NA,NA,NA,38.130554,122.008894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," Garmin 5",6," "," NOT PAIRED. GPS 5; ACCURACY 6M. RIPPED HOLE IN COD END OF LAM01; SWITCH TO LAM03. STRBAS WITH VERY FEW STRIPES; MORE CHECKERED PATTERN.","true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","01/26/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",14,9,11.25,658,7.7,116.4,0.59,1,14.7," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 11:03","Winter"
"56",7305,12305,"LAMOPE09-GRIZ-26JAN2023","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,NA,NA,"","11:21","",NA,NA,NA,38.135858,122.005474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 3M. THRSTI - ETHANOL; COLLECTED; SEE BACK. CHISAL - ON ICE; COLLECTED; SEE BACK.","true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","01/26/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",13,9.4,11.15,656,7.7,103.2,0.57,1.03,13.7," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 11:21","Winter"
"57",7306,12306,"BEASEI01-TULE-30JAN2023","true","Seine","BEASEI",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",0.5,NA,15,15,"","10:01","",NA,NA,NA,38.114449,121.97918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 2M. MOSTLY DETRITUS/MUD IN COD END. YSI TAKEN ON A BUCKET. CODE 2 BECAUSE THERE WASNT MUCH OF A BEACH; BAD TO PULL THROUGH VEG","true","Truck","ED;GN","Tule Red","01/30/2023","TULE-TP-4","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",NA,6.7,10.59,1787,7.5,60.2,0.68,1.09,21.4," 1=absent",2," Inside",NA," false"," ",2023-01-30,2023,1,"2023-01-30 10:01","Winter"
"58",7307,12307,"BEASEI02-TULE-30JAN2023","true","Seine","BEASEI",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.2,NA,10,NA,"","10:45","",NA,NA,NA,38.123869,121.979686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 3M. YSI FROM BUCKET. LOTS OF MYSIDS IN NET. SEINE CODE 2 BECAUSE OF MODIFIED SEINE; DROP OFF; AND THROUGH VEG - SEE PHOTOS FOR DETAILS.","true","Truck","ED;GN","Tule Red","01/30/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,7.2,11.46,1025,7.7,99.9,0.64,1.14,16," 1=absent",2," Inside",NA," false"," ",2023-01-30,2023,1,"2023-01-30 10:45","Winter"
"59",7308,12308,"BEASEI01-HORS-01FEB2023","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,7.5,15,"","08:30","",NA,NA,NA,38.098448,121.709436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 7.7 FT. GPS FROM PHONE. SPC FROM 26 AND 30 OFF FOR SONDE #2","true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",27,8.2,10.65,232,7.6,28.5,0.34,0.6,16.7," 1=absent",2," Inside",NA," false"," LS - LEIGH SANDERS GUEST",2023-02-01,2023,2,"2023-02-01 08:30","Winter"
"60",7309,12309,"BEASEI02-HORS-01FEB2023","true","Seine","BEASEI",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.95,NA,12.5,15,"","08:50","",NA,NA,NA,38.081493,121.719445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA," "," NOT PAIRED. GPS 5; ACCURACY 7.7 FT. GPS FROM PHONE.","true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",40,8,10.67,236,7.6,22.1,0.34,0.55,19.1," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS",2023-02-01,2023,2,"2023-02-01 08:50","Winter"
"61",7310,12310,"LAMOPE01-HORS-01FEB2023","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",3.8,NA,NA,NA,"","09:21","",NA,NA,NA,38.084428,121.734674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," 0%"," ",2.3," "," NOT PAIRED. GPS from phone -; ACCURACY 7.7 FT. CODE 2 - DEPTH","true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",32,8.2,10.69,234,7.6,25.5,0.31,0.52,17.3," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS  ",2023-02-01,2023,2,"2023-02-01 09:21","Winter"
"62",7311,12311,"LAMOPE02-HORS-01FEB2023","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,NA,NA,"","10:00","",NA,NA,NA,38.08145,121.72089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","3",NA," "," ",NA," "," NOT PAIRED. GPS FROM LOWRANCE. CODE 3 - MAJOR SNAG DURING DEPLOYMENT; NET RIPPED; NO SPARE; RESCHEDULE DAY","true","Mudsucker","DMC;ED;GP","Horseshoe Bend","02/01/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",37,8.2,10.68,237,7.6,24.8,0.3,0.53,18.1," 1=absent",2," Inside",NA," false"," ",2023-02-01,2023,2,"2023-02-01 10:00","Winter"
