OrganismID,OrganismCode,FishCode,Code_UCDAVIS,Code_YBFM,CommonName,Category,Species,Genus,Family,Order,Class,Phylum,Native,State Status,Federal Status,Status Abrev,LifeStage,FishDiet,Legend_Clams,Legend_Fish_Color_hex,Legend_Fish,Legend_Macro,Legend_Meso,Analy,Analy2,CN
404,513,,,,Pseudanabaena sp.,Phytoplankton,,Pseudanabaena,Pseudanabaenaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
405,42,,,,Pseudodiaptomus copepodid,Zooplankton,spp.,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Pseudodiaptomus copepodid
406,43,,,,Pseudodiaptomus euryhalinus,Phytoplankton,euryhalinus,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Pseudodiaptomus euryhalinus
407,86,,,,Pseudodiaptomus forbesii,Zooplankton,forbesii,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Pseudodiaptomus forbesii
408,87,,,,Pseudodiaptomus marinus,Zooplankton,marinus,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Pseudodiaptomus marinus
409,82,,,,Pseudodiaptomus nauplii,Zooplankton,spp.,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Copepoda Nauplii,Calanoida,Copepoda,Pseudodiaptomus nauplii
410,33,,,,Pseudodiaptomus spp.,Zooplankton,spp.,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Pseudodiaptomus spp.
411,514,,,,Pseudokephyrion sp.,Phytoplankton,,Pseudokephyrion,Dinobryaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
412,515,,,,Pseudokephyrion spirale,Phytoplankton,spirale,Pseudokephyrion,Dinobryaceae,Chromulinales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
413,516,,,,Pseudostaurosira sp.,Phytoplankton,,Pseudostaurosira,Fragilariaceae,Fragilariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
414,219,,,,Psocoptera Adult,Invertebrate,,,,Psocoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Psocoptera,Insecta,Psocoptera
415,243,,,,Psocoptera Larvae,Invertebrate,,,,Psocoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Psocoptera,Insecta,Psocoptera
416,187,,,,Psychodidae larvae,Invertebrate,,,Psychodidae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Psychodidae
417,237,,,,Psyllidae,Invertebrate,,,Psyllidae,Hemiptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Psyllidae
418,10021,,,,Psyllidae Larvae,Invertebrate,,,Psyllidae,Hemiptera,Insecta,Arthropoda,,,,,,FALSE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Psyllidae Larvae
419,10007,,,,Ptilidae adult,Invertebrate,,,Ptilidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Ptilidae
421,517,,,,Pyramimonas sp.,Phytoplankton,,Pyramimonas,Pyramimonadaceae,Pyramimonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
423,518,,,,Raphidocelis subcapitata,Phytoplankton,subcapitata,Raphidocelis,Selenastraceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
427,519,,,,Rhodomonas sp.,Phytoplankton,,Rhodomonas,Pyrenomonadaceae,Pyrenomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
428,520,,,,Rhoicosphenia sp.,Phytoplankton,,Rhoicosphenia,Rhoicospheniaceae,Cymbellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
429,521,,,,Rhopalodia gibba,Phytoplankton,gibba,Rhopalodia,Rhopalodiaceae,Rhopalodiales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
432,2,,,,Rotifer Other,Zooplankton,,,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
433,7,,,,Rotifer UNID,Zooplankton,,,,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
438,258,,,,Scapholeberis,Zooplankton,,Scapholeberis,Daphniidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Scapholeberis
439,522,,,,Scenedesmus acuminatus,Phytoplankton,acuminatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
440,523,,,,Scenedesmus armatus,Phytoplankton,armatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
441,524,,,,Scenedesmus dimorphus,Phytoplankton,dimorphus,Scenedesmus,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
442,525,,,,Scenedesmus sp.,Phytoplankton,,Scenedesmus,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
443,526,,,,Schroederia sp.,Phytoplankton,,Schroederia,Schroederiaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
444,229,,,,Sciomyzidae Larvae,Invertebrate,,,Sciomyzidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Sciomyzidae
445,10025,,,,Scirtidae adult,Invertebrate,,,Scirtidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Scirtidae adult
446,234,,,,Scolytinae Adult,Invertebrate,,Scolytus,Curculionidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Coleoptera
448,527,,,,Sellaphora sp.,Phytoplankton,,Sellaphora,Sellaphoraceae,Naviculales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
451,224,,,,Shrimp juvenile,Invertebrate,,,,Decapoda,Malacostraca,Arthropoda,,,,,larvae,FALSE,Present,,,Decapoda Juv,Decapoda,Decapoda,Decapoda,Shrimp juvenile
452,156,,,,Shrimp Other,Invertebrate,,,,Decapoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Decapoda Adult,Decapoda,Decapoda,Decapoda,Shrimp Other
453,252,,,,Sida,Zooplankton,,Sida,Sididae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Sida
454,255,,,,Simocephalus,Zooplankton,,Simocephalus,Daphniidae,Cladocera,Branchiopoda,Arthropoda,,,,,adult,FALSE,Present,,,,Cladocera,Cladocera,Cladocera,Simocephalus
455,10010,,,,Simuliidae,Invertebrate,,,Simuliidae,Diptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Simuliidae
456,10011,,,,Simuliidae larvae,Invertebrate,,,Simuliidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Simuliidae
457,35,,,,Sinocalanus,Zooplankton,doerrii,Sinocalanus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Sinocalanus
458,306,,,,Sinocalanus (gravid),Zooplankton,doerii,Sinocalanus,,Calanoida,Copepoda,Arthropoda,,,,,adult,FALSE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Sinocalanus (gravid)
459,83,,,,Sinocalanus copepodid,Zooplankton,,Sinocalanus,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Sinocalanus copepodid
460,81,,,,Sinocalanus nauplii,Zooplankton,,Sinocalanus,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Copepoda Nauplii,Calanoida,Copepoda,Sinocalanus nauplii
461,223,,,,Sisyridae Larvae,Invertebrate,,,Sisyridae,Neuroptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Neuroptera,Insecta,Neuroptera
462,214,,,,Slug,Invertebrate,,,,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
464,166,,,,Snail Eggs,Invertebrate,,,,,Gastropoda,Mollusca,,,,,egg,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
465,154,,,,Snail Other,Invertebrate,,,,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
467,528,,,,Sphaerocystis planktonica,Phytoplankton,planktonica,Sphaerocystis,Sphaerocystidaceae,Chlamydomonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
468,105,,,,Spider,Invertebrate,,,,Araneae,Arachnida,Arthropoda,,,,,adult,TRUE,Present,,,Arachnida,Arachnida,Arachnida,Arachnida,Spider
470,529,,,,Spondylosium javanicum,Phytoplankton,javanicum,Spondylosium,Desmidiaceae,Desmidiales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
472,183,,,,Staphylinidae adult,Invertebrate,,,Staphylinidae,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Staphylinidae
474,530,,,,Staurastrum sp.,Phytoplankton,,Staurastrum,Desmidiaceae,Desmidiales,,Charophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
476,531,,,,Stenopterobia sp.,Phytoplankton,,Stenopterobia,Surirellaceae,Surirellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
477,532,,,,Stephanodiscus sp.,Phytoplankton,,Stephanodiscus,Stephanodiscaceae,Stephanodiscales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
478,95,,,,Stomach/Gut Tissue,FishParts,,,,,,,,,,,,FALSE,Present,,,,,other,other,Stomach/Gut Tissue
479,10026,,,,Stratiomyidae,Invertebrate,,,Stratiomyidae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Stratiomyidae
481,533,,,,Strombomonas sp.,Phytoplankton,,Strombomonas,Euglenaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
482,227,,,,Stylaria,Invertebrate,,Stylaria,Tubificina,Haplotaxida,Clitellata,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Clitelleate
485,534,,,,Surirella sp.,Phytoplankton,,Surirella,Surirellaceae,Surirellales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
486,92,,,,Synchaeta,Zooplankton,,Synchaeta,Synchaetidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
487,89,,,,Synchaeta bicornis,Zooplankton,bicornis,Synchaeta,Synchaetidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
488,535,,,,Synechococcus sp.,Phytoplankton,,Synechococcus,Synechococcaceae,Synechococcales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
489,536,,,,Synedra sp.,Phytoplankton,,Synedra,Ulnariaceae,Licmophorales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
490,537,,,,Synura sp.,Phytoplankton,,Synura,Synuraceae,Synurales,,Ochrophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
491,192,,,,Tabanidae,Invertebrate,,,Tabanidae,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Tabanidae
492,538,,,,Tabellaria sp.,Phytoplankton,,Tabellaria,Tabellariaceae,Tabellariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
493,539,,,,Tabularia sp.,Phytoplankton,,Tabularia,Ulnariaceae,Licmophorales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
494,10017,,,,Talitridae,Invertebrate,,,Talitridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Talitridae
495,182,,,,Tanaid,Invertebrate,,,,Tanaidacea,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Tanaidacea,Tanaidacea,Tanaidacea,Insecta,Tanaid
496,196,,,,Tardigrade,Zooplankton,,,,,,Tardigrades,,,,,adult,FALSE,Present,,,,Other,other,other,Tardigrade
497,540,,,,Teleaulax sp.,Phytoplankton,,Teleaulax,Geminigeraceae,Pyrenomonadales,,Cryptophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
498,10022,,,,Tenebrionidae adult,Invertebrate,,,Tenebrionidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Tenebrionidae adult
500,543,,,,Tetraspora sp.,Phytoplankton,,Tetraspora,Tetrasporaceae,Chlamydomonadales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
501,544,,,,Tetrastrum staurogeniaeforme,Phytoplankton,staurogeniaeforme,Tetrastrum,Scenedesmaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
502,541,,,,TetraÃŽÂ´dron minimum,Phytoplankton,minimum,TetraÃŽÂ´dron,Hydrodictyaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
503,542,,,,TetraÃŽÂ´dron regulare,Phytoplankton,regulare,TetraÃŽÂ´dron,Hydrodictyaceae,Sphaeropleales,,Chlorophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
504,545,,,,Thalassiosira sp.,Phytoplankton,,Thalassiosira,Thalassiosiraceae,Thalassiosirales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
507,132,,,,Thrips,Invertebrate,,,,Thysanoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Thysanoptera,Insecta,Thrips
508,211,,,,Tipulidae adult,Invertebrate,,,Tipulidae,Diptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Tipulidae
509,210,,,,Tipulidae larvae,Invertebrate,,,Tipulidae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Tipulidae
511,38,,,,Tortanus,Zooplankton,sp.,Tortanus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Tortanus
512,46,,,,Tortanus copepodid,Zooplankton,,Tortanus,,Calanoida,Copepoda,Arthropoda,,,,,larvae,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Tortanus copepodid
513,47,,,,Tortanus dextrilobatus,Zooplankton,dextrilobatus,Tortanus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Tortanus dextrilobatus
514,50,,,,Tortanus discaudatus,Zooplankton,discaudatus,Tortanus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Tortanus discaudatus
515,546,,,,Trachelomonas sp.,Phytoplankton,,Trachelomonas,Euglenaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
516,547,,,,Trachelomonas volvocina,Phytoplankton,volvocina,Trachelomonas,Euglenaceae,Euglenales,,Euglenophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
517,93,,,,Trichocerca,Zooplankton,,Trichocerca,Trichocercidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
518,236,,,,Trichoptera Adult,Invertebrate,,,,Trichoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Trichoptera,Insecta,Trichoptera Other
519,134,,,,Tricoptera larvae Other,Invertebrate,,,,Trichoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Trichoptera,Insecta,Trichoptera Other
520,205,,,,Tricorythidae larvae,Invertebrate,,,Tricorythidae,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Ephemeroptera,Insecta,Ephemeroptera Other
522,548,,,,Tryblionella sp.,Phytoplankton,,Tryblionella,Bacillariaceae,Bacillariales,,Bacillariophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
524,549,,,,Tychonema sp.,Phytoplankton,,Tychonema,Microcoleaceae,Oscillatoriales,,Cyanobacteria,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
525,126,,,,Vellidae,Invertebrate,,,Vellidae,Hemiptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Vellidae
532,1,,,,Worm UNID/other,Invertebrate,,,,,,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,worm
533,578,,,,Xanthophyte UNID,Phytoplankton,NA,NA,NA,NA,,Xanthophyta,,,,,,FALSE,Present,,,,,phytoplankton,phytoplankton,
536,99,,,,Zooplankton Other,Invertebrate,,,,,,Unkown,,,,,adult,FALSE,Present,,,,Other,other,other,Zooplankton Other
537,228,,,,Zygoptera Adult,Invertebrate,,,,Odanata,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Odanata,Insecta,Zygoptera Adult
1018,10030,,,,Chaoboridgae larvae,Other,,,Chaoboridgae,Diptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Diptera Other
1021,275,,,,Isoptera,Other,,,,Isoptera,Insecta,Arthropoda,,,,,,FALSE,Present,,,Insecta Adult,Insecta,Isoptera,Insecta,Termite
1022,276,,,,Heptageniidae nymph,Other,,,Heptageniidae,Ephemeroptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Pupae,Insecta,Ephemeroptera,Insecta,Heptageniidae nymph
1041,10055,,,,Oligochaete fragments,Other,,,,,Oligochaeta,Annelida,,,,,,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Oligochaete fragments
1042,10044,,,,Polychaete fragments,Other,,,,,Polychaeta,Annelida,,,,,,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,Polychaete fragments
1061,333,,,,Tadpole,Other,,,,Salientia,Amphibia,Chordata,,,,,juvenile,FALSE,Present,,,Other,Other,tadpole,other,Other
1081,280,,,,Plant Hopper,Invertebrate,,,Delphacidae,Hemiptera,Insecta,Arthropoda,,,,,adult,,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Plant Hopper
1401,592,,,,Barnacle Adult,Invertebrate,,,,,Cirripedia,Arthropoda,,,,,,FALSE,Present,,,,,,,
1421,605,,,,Heteroceridae larvae,Invertebrate,,,Heteroceridae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,,,
1441,612,,,,Leptoceridae larvae,Invertebrate,,,Leptoceridae,Trichoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,,,
1501,614,,,,Neuroptera adult,Invertebrate,,,,Neuroptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,,,
1341,345,,,,Tingidae,Invertebrate,,,Tingidae,Hemiptera,Insecta,Arthropoda,,,,,,TRUE,Present,,,Insecta Adult,Insecta,,,
11012,11012,,,,Gammaroidea,Invertebrate,spp.,,,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Gammaroidea,Amphipoda,Gammaroidea
11014,9512,,,,Osphranticum copepodid,Zooplankton,labronectum,Osphranticum,,Calanoida,Copepoda,Arthropoda,,,,,,TRUE,Present,,,,Calanoida Juv,Calanoida,Copepoda,Osphranticum copepodid
11015,11015,,,,Brachionus bidentata,,bidentata,Brachionus ,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11016,11016,,,,Brachionus plicatilis,,bidentata,Brachionus ,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11017,11017,,,,Brachionus quadridentatus,,bidentata,Brachionus ,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11018,11018,,,,Brachionus variabilis,,bidentata,Brachionus ,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11019,11019,,,,Paracyclops sp.,,,Paracyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Paracyclops
11020,11020,,,,Tropocyclops prasinus mexicanus,,,Tropocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Paracyclops
11021,11021,,,,Anisogammaridae,,,,Anisogammaridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Amphipod
11022,11022,,,,Narpus concolorLarvae,,concolor,Narpus,Elmidae,Coleoptera,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Larvae,Insecta,Coleoptera,Insecta,Elmidae
11023,11023,,,,Platyias patulus,,patulus,Platyias,Brachionidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11024,11024,,,,Trichotria pocillum,,pocillum,"	Trichotria ","	Trichotriidae","	Ploima",Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11025,11025,,,,Trichotria tetractis,,tetractis,"	Trichotria ","	Trichotriidae","	Ploima",Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11026,11026,,,,Manayunkia speciosa,,speciosa,Manayunkia,Fabriciidae ,Sabellida,Polychaeta,Annelida,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11027,11027,,,,Paracyclops chiltoni,,,Paracyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Paracyclops
11028,11028,,,,Corisella sp.Larvae,,spp.,Corisella,Corixidae,Hemiptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Corixidae larvae
11029,11029,,,,Trichocorixa sp.Larvae,,spp.,Trichocorixa,Corixidae,Hemiptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Corixidae larvae
11030,11030,,,,Corixidae larvae,,,,Corixidae,Hemiptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Hemiptera,Insecta,Corixidae larvae
11033,11033,,,,Asellidae UNID,Invertebrate,,,Asellidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Asellidae UNID
11034,11034,,,,Mussel UNID,Invertebrate,,Anodonta,Unionidae,Unionida,Bivalvia,Mollusca,,,,,,FALSE,Mussel Other,,,Bivalvia,Other,Bivalvia,Mollusca,Mussel UNID
11035,11035,,,,Aoridae,Invertebrate,,,Aoridae,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Aoridae,Amphipoda,Aoridae
11036,11036,,,,Kellicottia bostoniensis,Zooplankton,bostoniensis,Kellicottia,Brachionidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11037,11037,,,,Keratella cochlearis,Zooplankton,cochlearis,Keratella,Brachionidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11038,11038,,,,Keratella valga,Zooplankton,valga,Keratella,Brachionidae,Ploima,Monogononta,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11039,11039,,,,Kurzia latissima,,latissima,Kurzia,Chydoridae,Diplostraca,Branchiopoda,Arthropoda,,,,,adult,,Present,,,,Cladocera,Cladocera,Cladocera,Chydoridae
11040,11040,,,,Conochiloides sp.,Invertebrate,sp.,Conochiloides,Conochilidae,Flosculariaceae,Eurotatoria,Rotifera,,,,,,,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11041,11041,,,,Eucyclops elegans,Invertebrate,elegans,Eucyclops,Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda,,,,,,,Present,,,,Cyclopoida Adult,Cyclopoida,Copepoda,Cyclopoid Other
11042,11042,,,,Hydrozoa,Invertebrate,,,,,Hydrozoa,Cnidaria,,,,,adult,FALSE,Present,,,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Hydrozoa
11043,11043,,,,Brachionus angularis,,angularis,Brachionus ,,,,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11044,11044,,,,Lecane sp.,,sp.,Lecane,Lecanidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
11045,11045,,,,Mytilina sp.,,sp.,Mytilina,Mytilinidae,Ploima,Eurotatoria,Rotifera,,,,,adult,FALSE,Present,,,,Rotifera,Rotifera,Rotifera,Rotifer
110132,110132,,,,Hymenoptera Larvae,Invertebrate,spp.,,,Hymenoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Hymenoptera,Insecta,Hymenoptera Larvae
110133,110133,,,,Amphipod UNID,Invertebrate,,,,Amphipoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Amphipoda Adult,Amphipoda,Amphipoda,Amphipoda,Amphipod
